Site	Street Number	Prefix	Street Name	Suffix	Site City	Site State	Site Zip5	Initial Meter Set Date
318440385	187	N	191	DR	BUCKEYE	ARIZONA	85326	10/31/2011 12:00:00 AM
318449280	27228	W	YUKON	CIR	BUCKEYE	ARIZONA	85396	3/28/2012 12:00:00 AM
318541389	15430	N	25	ST	PHOENIX	ARIZONA	85032	11/4/2010 12:00:00 AM
318611385	2263	N	TREKELL	RD	CASA GRANDE	ARIZONA	85122	4/15/2011 12:00:00 AM
318632388	423	 	CABARET	ST	PRESCOTT	ARIZONA	86301	11/9/2011 12:00:00 AM
318651384	4008	N	PINON	CT	CASA GRANDE	ARIZONA	85122	4/14/2011 12:00:00 AM
318701384	9068	E	DESERT CAMP	DR	SCOTTSDALE	ARIZONA	85255	12/21/2011 12:00:00 AM
318727281	11660	E	36	ST	YUMA	ARIZONA	85367	3/27/2012 12:00:00 AM
319228280	12733	W	CALLE DE POMPAS	 	PEORIA	ARIZONA	85383	12/28/2011 12:00:00 AM
319281386	10051	N	METRO EAST	PKWY	PHOENIX	ARIZONA	85051	5/4/2011 12:00:00 AM
319451386	16951	W	NORTHERN	AVE	LITCHFIELD PARK	ARIZONA	85340	3/15/2011 12:00:00 AM
319522381	2700	 	MELVILLE	RD	PRESCOTT	ARIZONA	86305	10/20/2011 12:00:00 AM
319531382	31327	N	SCOTTSDALE	RD	SCOTTSDALE	ARIZONA	85266	10/26/2010 12:00:00 AM
319571383	60	E	DEUCE OF CLUBS	 	SHOW LOW	ARIZONA	85901	2/8/2011 12:00:00 AM
319988286	124	N	CALIFORNIA	ST	CHANDLER	ARIZONA	85225	11/19/2010 12:00:00 AM
320040389	7942	 	DISCOVERY	WAY	FLORENCE	ARIZONA	85132	3/17/2011 12:00:00 AM
320061381	20033	N	19	AVE	PHOENIX	ARIZONA	85027	12/10/2010 12:00:00 AM
320161380	250	E	OWENS	 	SHOW LOW	ARIZONA	85901	1/7/2011 12:00:00 AM
320318285	3019	 	CENTERPOINTE EAST	DR	PRESCOTT	ARIZONA	86301	3/28/2011 12:00:00 AM
320340384	173	N	191	DR	BUCKEYE	ARIZONA	85326	9/1/2011 12:00:00 AM
320412388	133	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
320427284	11631	E	36	ST	YUMA	ARIZONA	85367	3/14/2012 12:00:00 AM
320470385	835	E	HARRISON	ST	CHANDLER	ARIZONA	85225	12/22/2011 12:00:00 AM
320528282	3786	E	ZACHARY	DR	PHOENIX	ARIZONA	85050	11/23/2010 12:00:00 AM
320558284	18153	W	MOUNTAIN SAGE	DR	GOODYEAR	ARIZONA	85338	11/12/2010 12:00:00 AM
320562380	13381	N	AUTOSHOW	AVE	SURPRISE	ARIZONA	85388	3/21/2012 12:00:00 AM
320719289	2284	N	DAISY	DR	FLORENCE	ARIZONA	85132	8/4/2011 12:00:00 AM
320749288	12967	W	EAGLE RIDGE	LN	PEORIA	ARIZONA	85383	5/13/2011 12:00:00 AM
321097281	10028	W	SUGAR SAND	LN	PEORIA	ARIZONA	85383	10/20/2011 12:00:00 AM
321222380	2831	 	LINDBERG SPRINGS	 	FLAGSTAFF	ARIZONA	86001	8/23/2011 12:00:00 AM
321312386	133	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
321371384	17490	N	93	ST	SCOTTSDALE	ARIZONA	85255	9/28/2011 12:00:00 AM
321412388	42401	N	SPUR CROSS	RD	CAVE CREEK	ARIZONA	85331	11/10/2011 12:00:00 AM
321631389	205	 	CROSS CREEK	CIR	SEDONA	ARIZONA	86336	12/7/2010 12:00:00 AM
321652386	2729	N	PINAL	AVE	CASA GRANDE	ARIZONA	85122	1/19/2012 12:00:00 AM
321791381	2088	 	CROWN	CT	PAYSON	ARIZONA	85541	9/20/2011 12:00:00 AM
321851388	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/6/2011 12:00:00 AM
321871382	3845	N	VIEWPOINT	DR	PRESCOTT VALLEY	ARIZONA	86314	10/19/2011 12:00:00 AM
321981387	26200	N	73	DR	PEORIA	ARIZONA	85383	9/1/2011 12:00:00 AM
321991380	7973	E	CHAPARRAL	RD	SCOTTSDALE	ARIZONA	85250	6/16/2011 12:00:00 AM
322509289	17764	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	5/18/2011 12:00:00 AM
322528282	29455	N	CAVE CREEK	RD	CAVE CREEK	ARIZONA	85331	3/28/2011 12:00:00 AM
322771380	1400	E	PIMA	ST	GILA BEND	ARIZONA	85337	3/28/2011 12:00:00 AM
323008284	4113	E	BURNSIDE	TRL	CAVE CREEK	ARIZONA	85331	6/15/2011 12:00:00 AM
323062387	8221	 	CULTURAL CENTER JCT 2M	 	SECOND MESA	ARIZONA	86043	2/27/2012 12:00:00 AM
323287289	16203	W	HUALAPAI	ST	GOODYEAR	ARIZONA	85338	9/7/2011 12:00:00 AM
323318285	13344	W	OYER	LN	PEORIA	ARIZONA	85383	1/17/2012 12:00:00 AM
323437283	12219	W	VILLA CHULA	LN	SUN CITY	ARIZONA	85373	9/1/2011 12:00:00 AM
323518288	11532	E	25	ST	YUMA	ARIZONA	85367	4/15/2011 12:00:00 AM
323611386	48102	N	514	AVE	AGUILA	ARIZONA	85320	4/15/2011 12:00:00 AM
323901381	11965	E	YAVAPAI	DR	DEWEY	ARIZONA	86327	11/4/2010 12:00:00 AM
323912387	7120	E	PEACEFUL	PL	CAREFREE	ARIZONA	85377	10/28/2011 12:00:00 AM
323991386	3009	W	AGUA FRIA	FWY	PHOENIX	ARIZONA	85027	5/27/2011 12:00:00 AM
324042381	1506	N	JEFFERSON	AVE	AJO	ARIZONA	85321	10/28/2011 12:00:00 AM
324161387	23374	W	YUMA	RD	BUCKEYE	ARIZONA	85326	1/24/2011 12:00:00 AM
324171385	226	 	SLEEPY GLEN	CIR	PRESCOTT	ARIZONA	86303	7/26/2011 12:00:00 AM
324217280	23414	N	84	PL	SCOTTSDALE	ARIZONA	85255	2/3/2011 12:00:00 AM
324281387	5223	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	3/22/2011 12:00:00 AM
324301386	914	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	2/23/2011 12:00:00 AM
324319289	10826	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	8/16/2011 12:00:00 AM
324445288	6760	N	ROBERT	RD	PRESCOTT VALLEY	ARIZONA	86314	9/15/2011 12:00:00 AM
324449286	20332	W	ROCK WREN	RD	BUCKEYE	ARIZONA	85326	3/7/2011 12:00:00 AM
324612287	668	N	44	ST	PHOENIX	ARIZONA	85008	3/7/2011 12:00:00 AM
324786282	28506	N	68	AVE	PEORIA	ARIZONA	85383	9/20/2011 12:00:00 AM
324869286	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	11/19/2010 12:00:00 AM
324918282	1711	W	DUSTY WREN	DR	PHOENIX	ARIZONA	85085	2/14/2011 12:00:00 AM
324932385	6825	N	176	AVE	WADDELL	ARIZONA	85355	3/6/2012 12:00:00 AM
325122382	5335	N	WILKINSON	RD	PARADISE VALLEY	ARIZONA	85253	10/28/2011 12:00:00 AM
325591385	1891	N	TREKELL	RD	CASA GRANDE	ARIZONA	85122	6/8/2011 12:00:00 AM
325841386	2345	S	AVENUE A	 	YUMA	ARIZONA	85364	10/28/2010 12:00:00 AM
326297287	7340	W	MONTGOMERY	RD	PEORIA	ARIZONA	85383	2/24/2011 12:00:00 AM
326301387	914	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	2/23/2011 12:00:00 AM
326312387	7291	E	PRINCESS	BLVD	SCOTTSDALE	ARIZONA	85255	11/2/2011 12:00:00 AM
326460383	27010	N	17	AVE	PHOENIX	ARIZONA	85085	1/3/2011 12:00:00 AM
326617281	10909	E	CELESTIAL	DR	SCOTTSDALE	ARIZONA	85262	10/27/2011 12:00:00 AM
326688282	9857	W	DEANNA	DR	PEORIA	ARIZONA	85382	12/9/2010 12:00:00 AM
326714289	6575	N	GLEN HARBOR	BLVD	GLENDALE	ARIZONA	85307	6/30/2011 12:00:00 AM
326831380	2826	N	5	ST	PHOENIX	ARIZONA	85004	11/4/2010 12:00:00 AM
326896282	7917	E	CAVE CREEK	RD	CAREFREE	ARIZONA	85377	3/23/2012 12:00:00 AM
326911388	29383	N	129	AVE	PEORIA	ARIZONA	85383	6/2/2011 12:00:00 AM
326998282	4519	S	236	DR	BUCKEYE	ARIZONA	85326	6/27/2011 12:00:00 AM
326999281	12752	E	49	ST	YUMA	ARIZONA	85367	1/20/2012 12:00:00 AM
327028289	21067	W	SAIDE	CT	BUCKEYE	ARIZONA	85396	4/3/2012 12:00:00 AM
327032386	4570	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
327041380	21887	N	262	LN	BUCKEYE	ARIZONA	85396	12/14/2011 12:00:00 AM
327066286	16505	W	HOLLY	ST	GOODYEAR	ARIZONA	85395	3/21/2012 12:00:00 AM
327251385	9956	W	WIZARD	LN	PEORIA	ARIZONA	85383	9/27/2011 12:00:00 AM
327308282	15805	N	184	DR	SURPRISE	ARIZONA	85388	10/13/2011 12:00:00 AM
327332285	2790	 	SILVER SPUR	DR	WICKENBURG	ARIZONA	85390	5/17/2011 12:00:00 AM
327361381	8690	 	VALLEY OAK	DR	PRESCOTT	ARIZONA	86305	1/4/2011 12:00:00 AM
327412385	10167	N	ENCORE	DR	CASA GRANDE	ARIZONA	85122	7/26/2011 12:00:00 AM
327441382	7335	N	VIA PASEO DEL SUR	 	SCOTTSDALE	ARIZONA	85258	11/3/2010 12:00:00 AM
327487283	27277	N	91	DR	PEORIA	ARIZONA	85383	2/14/2012 12:00:00 AM
327517282	4645	E	CLIFFSIDE	TRL	RIMROCK	ARIZONA	86335	11/29/2011 12:00:00 AM
327637287	18179	W	POST	DR	SURPRISE	ARIZONA	85388	11/4/2011 12:00:00 AM
327660382	523	S	TRES ARBOLITOS	TRL	YUMA	ARIZONA	85364	11/15/2011 12:00:00 AM
327712389	145	 	ESCULARA	 	GLOBE	ARIZONA	85501	8/12/2011 12:00:00 AM
327760388	26241	W	VIA DEL SOL	DR	BUCKEYE	ARIZONA	85396	2/29/2012 12:00:00 AM
327840383	147	N	191	DR	BUCKEYE	ARIZONA	85326	8/18/2011 12:00:00 AM
328191383	41810	N	VENTURE	CT	PHOENIX	ARIZONA	85086	4/11/2011 12:00:00 AM
328261383	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	12/7/2010 12:00:00 AM
328340380	19145	W	ADAMS	ST	BUCKEYE	ARIZONA	85326	4/4/2012 12:00:00 AM
328440385	19151	W	ADAMS	ST	BUCKEYE	ARIZONA	85326	3/1/2012 12:00:00 AM
328609287	4533	S	236	DR	BUCKEYE	ARIZONA	85326	6/30/2011 12:00:00 AM
328822389	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/13/2011 12:00:00 AM
329011383	123	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/30/2011 12:00:00 AM
329129286	403	 	ACACIA	DR	SEDONA	ARIZONA	86336	1/11/2012 12:00:00 AM
329231384	5195	N	OLD FORT	RD	RIMROCK	ARIZONA	86335	3/24/2011 12:00:00 AM
329347289	2096	N	162	DR	GOODYEAR	ARIZONA	85395	11/8/2011 12:00:00 AM
329370387	843	E	HARRISON	ST	CHANDLER	ARIZONA	85225	5/18/2011 12:00:00 AM
329408282	21052	W	WYCLIFF	CT	BUCKEYE	ARIZONA	85396	1/4/2012 12:00:00 AM
329549281	27216	W	YUKON	CIR	BUCKEYE	ARIZONA	85396	10/21/2011 12:00:00 AM
329581383	12985	 	ROY ROGERS	RD	PEORIA	ARIZONA	85383	9/2/2011 12:00:00 AM
329660383	674	 	HOTEVILLA  3M	 	KYKOTSMOVI	ARIZONA	86039	5/16/2011 12:00:00 AM
329787289	13200	W	FOXFIRE	DR	SURPRISE	ARIZONA	85378	3/3/2011 12:00:00 AM
330042384	806	N	28	ST	PHOENIX	ARIZONA	85008	2/2/2012 12:00:00 AM
330049282	30018	N	129	GLN	PEORIA	ARIZONA	85383	10/27/2010 12:00:00 AM
330202388	3744	 	MCCLENDON	DR	PINE	ARIZONA	85544	6/3/2011 12:00:00 AM
330352388	16687	S	RAINBOW VALLEY	RD	BUCKEYE	ARIZONA	85326	1/23/2012 12:00:00 AM
330357280	18218	W	VOGEL	AVE	WADDELL	ARIZONA	85355	12/2/2011 12:00:00 AM
330371385	11111	 	HOTEVILLA              3M	 	HOTEVILLA	ARIZONA	86030	2/11/2011 12:00:00 AM
330412380	10167	N	ENCORE	DR	CASA GRANDE	ARIZONA	85122	7/26/2011 12:00:00 AM
330459281	299	E	13	ST	SOMERTON	ARIZONA	85350	11/2/2011 12:00:00 AM
330528282	3757	E	RINGTAIL	WAY	PHOENIX	ARIZONA	85050	10/25/2011 12:00:00 AM
330611387	25295	W	HILLCREST	DR	SELIGMAN	ARIZONA	86337	8/23/2011 12:00:00 AM
330658288	2340	W	PARKSIDE	LN	PHOENIX	ARIZONA	85027	3/7/2012 12:00:00 AM
330749288	30038	N	129	GLN	PEORIA	ARIZONA	85383	7/28/2011 12:00:00 AM
331228285	20938	W	WYCLIFF	CT	BUCKEYE	ARIZONA	85396	7/1/2011 12:00:00 AM
331251389	20	 	CALLISTO	CT	SEDONA	ARIZONA	86336	11/19/2010 12:00:00 AM
331271383	3218	N	163	DR	GOODYEAR	ARIZONA	85395	8/25/2011 12:00:00 AM
331308286	5450	W	DESPERADO	 	PHOENIX	ARIZONA	85083	11/16/2011 12:00:00 AM
331371383	8800	 	CALICO CAT	TRL	PRESCOTT VALLEY	ARIZONA	86315	2/7/2011 12:00:00 AM
331549286	23683	N	MIRAGE	AVE	FLORENCE	ARIZONA	85132	5/3/2011 12:00:00 AM
331597285	2140	W	SCULLY	DR	PHOENIX	ARIZONA	85023	12/7/2011 12:00:00 AM
331721388	3418	N	14	ST	PHOENIX	ARIZONA	85014	11/2/2010 12:00:00 AM
331851385	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/4/2011 12:00:00 AM
331869289	2925	W	ROSE GARDEN	LN	PHOENIX	ARIZONA	85027	8/24/2011 12:00:00 AM
331971387	51907	N	297	AVE	WICKENBURG	ARIZONA	85390	5/23/2011 12:00:00 AM
332049280	4027	E	WALTER	WAY	PHOENIX	ARIZONA	85050	6/30/2011 12:00:00 AM
332287287	9131	W	QUAIL TRACK	DR	PEORIA	ARIZONA	85383	3/11/2011 12:00:00 AM
332412287	26546	N	ALMA SCHOOL	RD	SCOTTSDALE	ARIZONA	85255	2/21/2011 12:00:00 AM
332461380	29	 	PINAL	AVE	SUPERIOR	ARIZONA	85173	1/12/2011 12:00:00 AM
332517283	2423	W	PIKES PEAK	DR	FLAGSTAFF	ARIZONA	86001	9/2/2011 12:00:00 AM
332632383	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/13/2011 12:00:00 AM
332751389	10117	E	CHIPPEWA	ST	HEREFORD	ARIZONA	85615	3/1/2011 12:00:00 AM
332881388	1103	E	SHELDON	ST	PRESCOTT	ARIZONA	86301	3/21/2012 12:00:00 AM
332891381	 	 	MP917.53 CASA GRANDE	 	CASA GRANDE	ARIZONA	85122	7/26/2011 12:00:00 AM
332937284	20750	N	87	ST	SCOTTSDALE	ARIZONA	85255	12/2/2011 12:00:00 AM
332942384	6201	E	QUARTZ MOUNTAIN	RD	PARADISE VALLEY	ARIZONA	85253	12/22/2011 12:00:00 AM
333051382	1981	N	PEBBLE BEACH	DR	SHOW LOW	ARIZONA	85901	12/6/2010 12:00:00 AM
333279284	20025	N	20	ST	PHOENIX	ARIZONA	85024	4/3/2012 12:00:00 AM
333359288	1819	S	238	LN	BUCKEYE	ARIZONA	85326	1/20/2011 12:00:00 AM
333399288	21597	E	REUNION	RD	RED ROCK	ARIZONA	85145	7/6/2011 12:00:00 AM
333411380	1900	W	30	ST	YUMA	ARIZONA	85364	11/9/2010 12:00:00 AM
333611382	302	W	COOLIDGE	ST	PHOENIX	ARIZONA	85013	11/23/2010 12:00:00 AM
333891383	1700	N	GEMINI	DR	FLAGSTAFF	ARIZONA	86001	6/29/2011 12:00:00 AM
333961382	713	N	COLORADO	 	WINSLOW	ARIZONA	86047	2/23/2011 12:00:00 AM
333990382	123	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	2/22/2011 12:00:00 AM
334042381	20435	N	7	ST	PHOENIX	ARIZONA	85024	4/10/2012 12:00:00 AM
334241388	32192	N	SCOTTSDALE	RD	SCOTTSDALE	ARIZONA	85266	12/30/2010 12:00:00 AM
334291388	4250	W	PINNACLE PEAK	RD	GLENDALE	ARIZONA	85310	5/4/2011 12:00:00 AM
334319289	10828	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	12/2/2011 12:00:00 AM
334328286	22520	W	TWILIGHT	TRL	BUCKEYE	ARIZONA	85326	11/23/2011 12:00:00 AM
334332387	2908	E	SKY HARBOR	BLVD	PHOENIX	ARIZONA	85034	10/13/2011 12:00:00 AM
334418287	6385	E	47	ST	YUMA	ARIZONA	85365	5/27/2011 12:00:00 AM
334428281	12756	W	CALLE DE POMPAS	 	PEORIA	ARIZONA	85383	2/29/2012 12:00:00 AM
334461386	6700	N	RAIN VALLEY	RD	FLAGSTAFF	ARIZONA	86004	7/8/2011 12:00:00 AM
334562387	615	E	WEBER	DR	TEMPE	ARIZONA	85281	4/5/2012 12:00:00 AM
334677284	9232	W	BUCKHORN	TRL	PEORIA	ARIZONA	85383	12/15/2010 12:00:00 AM
334702382	133	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
335132387	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/13/2011 12:00:00 AM
335262387	4291	W	14	ST	YUMA	ARIZONA	85364	2/8/2012 12:00:00 AM
335332387	601	S	FARMER	AVE	TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
335379287	20025	N	20	ST	PHOENIX	ARIZONA	85024	4/3/2012 12:00:00 AM
335387285	16189	W	HUALAPAI	ST	GOODYEAR	ARIZONA	85338	3/14/2012 12:00:00 AM
335510385	5432	W	YEARLING	RD	PHOENIX	ARIZONA	85083	3/1/2012 12:00:00 AM
335588284	3525	S	WOODPECKER	WAY	YUMA	ARIZONA	85365	1/13/2011 12:00:00 AM
335591385	8906	W	UNION HILLS	DR	PEORIA	ARIZONA	85382	6/29/2011 12:00:00 AM
335851385	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	12/7/2010 12:00:00 AM
335887288	18885	N	REEMS	RD	SURPRISE	ARIZONA	85374	9/16/2011 12:00:00 AM
336018289	3248	W	GRAN PARADISO	DR	PHOENIX	ARIZONA	85086	10/31/2011 12:00:00 AM
336022381	3646	E	ZACHARY	DR	PHOENIX	ARIZONA	85050	11/21/2011 12:00:00 AM
336032380	4570	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
336138283	2320	N	ALSAP	DR	BUCKEYE	ARIZONA	85396	12/21/2011 12:00:00 AM
336230380	1710	W	DESPERADO	WAY	PHOENIX	ARIZONA	85085	10/21/2011 12:00:00 AM
336321381	5350	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	12/21/2010 12:00:00 AM
336361386	 	 	MP 909.68	 	CASA GRANDE	ARIZONA	85193	2/7/2011 12:00:00 AM
336462286	15838	N	44	ST	PHOENIX	ARIZONA	85032	1/31/2012 12:00:00 AM
336562386	34975	N	NORTH VALLEY	PKWY	PHOENIX	ARIZONA	85086	3/21/2012 12:00:00 AM
336602387	944	S	ARIZONA	AVE	YUMA	ARIZONA	85364	7/1/2011 12:00:00 AM
336649280	12964	W	EAGLE RIDGE	LN	PEORIA	ARIZONA	85383	1/25/2012 12:00:00 AM
336708288	16024	W	ASHLAND	AVE	GOODYEAR	ARIZONA	85395	9/21/2011 12:00:00 AM
336749281	12960	W	EAGLE RIDGE	LN	PEORIA	ARIZONA	85383	3/9/2012 12:00:00 AM
336889283	461	S	BINGHAM	DR	SOMERTON	ARIZONA	85350	11/10/2011 12:00:00 AM
336999281	13220	S	PAULA	AVE	YUMA	ARIZONA	85367	1/13/2011 12:00:00 AM
337056282	4370	N	151	DR	GOODYEAR	ARIZONA	85395	7/5/2011 12:00:00 AM
337081380	12903	W	BROOKHART	WAY	PEORIA	ARIZONA	85383	3/29/2012 12:00:00 AM
337208288	5509	W	QUAIL TRACK	DR	PHOENIX	ARIZONA	85083	1/4/2011 12:00:00 AM
337251386	3400	S	KOFA	DR	FLAGSTAFF	ARIZONA	86001	11/24/2010 12:00:00 AM
337417284	20705	W	RIDGE	RD	BUCKEYE	ARIZONA	85396	1/9/2012 12:00:00 AM
337702387	25800	W	SOUTHERN	AVE	BUCKEYE	ARIZONA	85326	8/9/2011 12:00:00 AM
337840383	19157	W	ADAMS	ST	BUCKEYE	ARIZONA	85326	4/2/2012 12:00:00 AM
337847282	18150	W	PALO VERDE	AVE	WADDELL	ARIZONA	85355	12/21/2010 12:00:00 AM
337907286	19190	N	102	ST	SCOTTSDALE	ARIZONA	85255	8/2/2011 12:00:00 AM
338041286	2838	E	TRACY	LN	PHOENIX	ARIZONA	85032	3/29/2012 12:00:00 AM
338108280	5445	W	DESPERADO	 	PHOENIX	ARIZONA	85083	10/28/2011 12:00:00 AM
338347289	16101	W	CORONADO	RD	GOODYEAR	ARIZONA	85395	7/29/2011 12:00:00 AM
338485283	7201	N	23	PL	PHOENIX	ARIZONA	85020	12/22/2010 12:00:00 AM
338532386	4193	N	CORNWALL	RD	PRESCOTT VALLEY	ARIZONA	86314	11/8/2011 12:00:00 AM
338638283	19340	W	COLTER	ST	LITCHFIELD PARK	ARIZONA	85340	7/12/2011 12:00:00 AM
338941380	1900	W	30	ST	YUMA	ARIZONA	85364	11/2/2010 12:00:00 AM
338971384	12979	 	ROY ROGERS	RD	PEORIA	ARIZONA	85383	6/8/2011 12:00:00 AM
338988287	124	N	CALIFORNIA	ST	CHANDLER	ARIZONA	85225	11/19/2010 12:00:00 AM
339261382	455	 	APACHE SPRINGS	 	YOUNG	ARIZONA	85554	1/11/2011 12:00:00 AM
339419280	10830	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	7/1/2011 12:00:00 AM
339428289	2451	N	RILEY	RD	BUCKEYE	ARIZONA	85396	3/23/2012 12:00:00 AM
339440388	19163	W	ADAMS	ST	BUCKEYE	ARIZONA	85326	3/30/2012 12:00:00 AM
339472385	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	4/11/2012 12:00:00 AM
339481388	3845	N	VIEWPOINT	DR	PRESCOTT VALLEY	ARIZONA	86314	10/19/2011 12:00:00 AM
339525287	14850	E	52	DR	YUMA	ARIZONA	85367	11/8/2010 12:00:00 AM
339561380	3422	W	ANTHEM	WAY	PHOENIX	ARIZONA	85086	4/11/2011 12:00:00 AM
339618283	6258	E	47	PL	YUMA	ARIZONA	85365	1/27/2012 12:00:00 AM
339851386	4148	N	PROVIDENCE	RD	PRESCOTT VALLEY	ARIZONA	86314	12/14/2010 12:00:00 AM
339891385	675	S	WATSON	RD	BUCKEYE	ARIZONA	85326	6/6/2011 12:00:00 AM
339961389	36600	N	CAVE CREEK	RD	CAVE CREEK	ARIZONA	85331	2/16/2011 12:00:00 AM
340251387	1450	W	MARICOPA	HWY	CASA GRANDE	ARIZONA	85193	11/23/2010 12:00:00 AM
340710389	1292	S	MUSGROVE	AVE	SOMERTON	ARIZONA	85350	10/7/2011 12:00:00 AM
340732383	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	11/2/2011 12:00:00 AM
340791387	23980	N	113	PL	SCOTTSDALE	ARIZONA	85255	6/7/2011 12:00:00 AM
340851383	1216	E	HARMONT	DR	PHOENIX	ARIZONA	85020	4/27/2011 12:00:00 AM
341008287	5543	W	TOMBSTONE	TRL	PHOENIX	ARIZONA	85083	11/30/2010 12:00:00 AM
341031389	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	10/26/2010 12:00:00 AM
341212384	133	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
341231381	39099	N	BOULDER VIEW	DR	SCOTTSDALE	ARIZONA	85262	2/8/2012 12:00:00 AM
341438287	19336	W	COLTER	ST	LITCHFIELD PARK	ARIZONA	85340	8/12/2011 12:00:00 AM
341442388	7	N	12	AVE	PHOENIX	ARIZONA	85007	12/2/2011 12:00:00 AM
341470384	5902	E	OCUPADO	DR	CAVE CREEK	ARIZONA	85331	11/2/2010 12:00:00 AM
341562385	615	E	WEBER	DR	TEMPE	ARIZONA	85281	4/5/2012 12:00:00 AM
341572387	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	4/11/2012 12:00:00 AM
341669282	20025	N	20	ST	PHOENIX	ARIZONA	85024	4/3/2012 12:00:00 AM
341832384	20435	N	7	ST	PHOENIX	ARIZONA	85024	4/10/2012 12:00:00 AM
341832385	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/8/2012 12:00:00 AM
341887289	16396	W	CAMERON	DR	SURPRISE	ARIZONA	85388	1/25/2012 12:00:00 AM
342087281	9259	W	BUCKHORN	TRL	PEORIA	ARIZONA	85383	11/19/2010 12:00:00 AM
342297286	7351	W	MONTGOMERY	RD	PEORIA	ARIZONA	85383	6/3/2011 12:00:00 AM
342312383	 	 	MP 942.7	 	PICACHO	ARIZONA	85141	10/26/2011 12:00:00 AM
342538286	5121	N	193	AVE	LITCHFIELD PARK	ARIZONA	85340	12/8/2011 12:00:00 AM
342680381	13887	E	51	PL	YUMA	ARIZONA	85367	11/30/2010 12:00:00 AM
342898289	21274	N	96	AVE	PEORIA	ARIZONA	85382	8/10/2011 12:00:00 AM
342937283	18167	W	POST	DR	SURPRISE	ARIZONA	85388	8/10/2011 12:00:00 AM
343001384	4048	S	SUNLIGHT	WAY	YUMA	ARIZONA	85365	9/9/2011 12:00:00 AM
343047285	20750	N	87	ST	SCOTTSDALE	ARIZONA	85255	2/28/2012 12:00:00 AM
343122389	5060	N	HIGHWAY 89	 	FLAGSTAFF	ARIZONA	86004	8/30/2011 12:00:00 AM
343132389	415	 	RP	 	GRAND CANYON	ARIZONA	86023	9/27/2011 12:00:00 AM
343202383	27225	S	BULLARD	DR	CONGRESS	ARIZONA	85332	7/13/2011 12:00:00 AM
343208282	2412	N	161	AVE	GOODYEAR	ARIZONA	85395	9/23/2011 12:00:00 AM
343212385	2725	W	PEORIA	AVE	PHOENIX	ARIZONA	85029	12/9/2011 12:00:00 AM
343251382	17810	S	WALAPAI	RD	MUNDS PARK	ARIZONA	86017	12/17/2010 12:00:00 AM
343438280	5114	N	193	AVE	LITCHFIELD PARK	ARIZONA	85340	12/5/2011 12:00:00 AM
343441386	1100	 	SOUTH	 	GLOBE	ARIZONA	85501	10/28/2010 12:00:00 AM
343471387	20045	N	19	AVE	PHOENIX	ARIZONA	85027	2/21/2011 12:00:00 AM
343687284	10100	W	SUGAR SAND	LN	PEORIA	ARIZONA	85383	12/30/2011 12:00:00 AM
343839282	27178	W	YUKON	CIR	BUCKEYE	ARIZONA	85396	5/19/2011 12:00:00 AM
343851387	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	3/17/2011 12:00:00 AM
343908285	21037	W	WYCLIFF	DR	BUCKEYE	ARIZONA	85396	7/21/2011 12:00:00 AM
343912384	1449	 	CHERRY	LN	CAMP VERDE	ARIZONA	86322	3/3/2012 12:00:00 AM
344042381	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/21/2012 12:00:00 AM
344238289	5044	N	193	AVE	LITCHFIELD PARK	ARIZONA	85340	1/10/2012 12:00:00 AM
