"BldrId"	"SubCode"	"Sub"	"Active"	"MstrPlan"	"SubLocation"	"SubLocCity"	"SubLocZip"	"LotsSigned"	"LotsPaid"	"ContractDate"	"ExpDate"	"AddendumDate"	"AddendumLots"	"AmmendedDate"	"AmmendedLots"	"Rater"	"SolarCommunity"	"Parcel"	"SubComment"
"HOM01"	"HOMMIR"	"INACTIVE-The Mirage at Desert Oasis"	0	"Desert Oasis"	"Jomax  Road and 163 Avenue"	"Surprise"		139	7	8/1/06 0:00:00	1/1/10 0:00:00				0	"EFL"	0		"SOLD OUT"
"HOM01"	"HOMPAL"	"INACTIVE-The Palms at Desert Oasis"	0	"Desert Oasis"	"Jomax  Road and 163 Avenue"	"Surprise"		83	12	8/1/06 0:00:00	1/1/10 0:00:00				0	"EFL"	0		"SOLD OUT"
"HOM01"	"HOMSYC"	"INACTIVE-Sycamore Creek at Surprise Farms"	0	"Surprise Farms"	"Greenway Road and 175 Avenue"	"Surprise"		122	32	8/1/06 0:00:00	1/1/10 0:00:00				0	"EFL"	0		"SOLD OUT"
"HOM01"	"HOMSYC1"	"Sycamore Creek"	1		"Greenway & 175th Ave."	"Surprise"	"85374"	52	6	11/1/09 0:00:00	11/1/11 0:00:00				0	"EFL"	0	"NA"	" "
"HOM01"	"HOMSYCSR"	"Sycamore Creek"	1		"Greenway & 175th Ave"	"Surprise"	"85388"	46	5	11/1/09 0:00:00	12/31/11 0:00:00				0	"EFL"	1	"NA"	" "
"HOM01"	"HOMSYCSR70"	"Sycamore Creek"	1	"NA"	"Greenway & 175th Ave"	"Surprise"	"85374"	46	0	4/1/11 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"HOP01"	"HOPCUS"	"Custom"	1		"N. AZ"	"Flagstaff"	"86004"	6	1	9/1/08 0:00:00	12/31/11 0:00:00				0	"E3"	0
"HOP01"	"HOPHIL"	"INACTIVE-Hilltop Gardens"	0		"538 S. Fountaine St."	"Flagstaff"	"86001"	5	5						0	"E3"	0
"HUN01"	"HUNCUS"	"Custom"	1		"Coconino County/Flagstaff Area"	"Flagstaff"	"86004"	5	1	6/1/09 0:00:00	6/1/11 0:00:00				0	"E3"	0
"JAC01"	"JACCV1"	"Cielo Verde Phase I"	1	"Cielo Verde"	"Cielo Verde Dr. & 32nd St."	"Yuma"	"85364"	54	8	2/1/08 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"Phase I"
"JCH01"	"JCHCM70SR"	"AVATAR-CantaMia At Estrella"	1		"S. Estrella Pkwy & Queen Creek Rd."	"Goodyear"	"85338"	629	58	4/1/10 0:00:00	12/31/11 0:00:00			1/1/11 0:00:00	0	"EFL"	1	"NA"	" "
"JCH01"	"JCHSER70SR"	"AVATAR-Sereno At Palm Valley"	1		"Mcdowell & Sarival"	"Goodyear"	"85359"	63	13	5/15/10 0:00:00	12/31/11 0:00:00			1/1/11 0:00:00	0	"EFL"	1	"NA"	"Hers70"
"JLH01"	"JLHMOR"	"INACTIVE-Morada at Palm Valley"	0	"Palm Valley"	"Monte Vista & Sarival Rd."	"Goodyear"	"85340"	68	0	3/1/08 0:00:00	3/1/10 0:00:00				0	"DRW"	0		"INACTIVE"
"JLH01"	"JLHSER"	"INACTIVE-Sereno at Palm Valley"	0	"Palm Valley"	"Monte Vista & Sarival Rd."	"Goodyear"	"85340"	68	0	3/1/08 0:00:00	3/1/10 0:00:00				0	"DRW"	0		"INACTIVE"
"KBH01"	"KBHMES70"	"Mesquite Cove"	1		"Bell Rd. & 184th Dr."	"Surprise"	"85374"	12	0	8/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"KEY01"	"KEYIRO"	"INACTIVE-Ironwood Village"	0		"Peart Road and McMurray Boulvard"	"Casa Grande"		92	20	8/15/06 0:00:00	1/1/10 0:00:00				0	"DRW"	0
"KEY01"	"KEYIRO1"	"INACTIVE-Ironwood Village"	0		"Peart Rd. & Mcmurray Blvd"	"Casa Grande"	"85222"	60	6	1/1/10 0:00:00	1/1/12 0:00:00				0	"DRW"	0	"NA"	" "
"KEY01"	"KEYIRO70"	"Ironwood Village"	1		"Peart Rd & Mcmurray Blvd"	"Casa Grande"	"85222"	40	38	4/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"KEY01"	"KEYIRO70SR"	"Ironwood Village - solar option/not solar ready"	0		"Peart Rd & Mcmurray Blvd"	"Casa Grande"	"85222"	12	0	10/1/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"KHOV1"	"KHVAV70"	"Avalon At Verrado"	1	"Verrado"	"I-10 & Verrado Way"	"Buckeye"	"85396"	88	0	12/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"KHOV1"	"KHVAVV"	"Avalon at Verrado (plans 46,47,48,49)"	1	"Verrado"	"I-10 & Verrado Way"	"Buckeye"	"85396"	128	17	3/15/10 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	"Blah Blah Blah"
"KHOV1"	"KHVEBS70"	"Estates At Blackstone"	1	"NA"	"Vistancia Blvd. & Lone Mtn Rd."	"Peoria"	"85383"	51	3	12/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"KHOV1"	"KHVENCSV70"	"Enclave @ Stetson Valley"	1	"Stetson Valley"	"55th Ave. & Happy Valley Rd."	"Phoenix"	"85083"	84	6	9/1/11 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"KHOV1"	"KHVEST"	"Estates At Blackstone"	1	"Blackstone At Vistancia"	"Vistancia Blvd & Lone Mountain Rd"	"Peoria"	"85383"	67	15	5/1/10 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"KHOV1"	"KHVREGCDS70"	"Regency @ Colina Del Sur"	1		"67th Ave & Jomax"	"Peoria"	"85383"	21	0	9/1/11 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"KHOV1"	"KHVREGEH70"	"Regency At Eagle Heights"	0	"NA"	"75th Ave & Rose Garden Ln."	"Glendale"	"85308"	68	0	12/1/11 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"KHOV1"	"KHVREH"	"Regency At Eagle Heights"	1	"NA"	"75th Ave & Rose Garden Ln"	"Glendale"	"85308"	68	0	12/1/11 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"KHOV1"	"KHVVCR"	"Vintage at Crossriver"	0		"123rd Ave. & Pinnacle Peak"	"Peoria"	"85375"	80	53	7/31/09 0:00:00	7/31/11 0:00:00				0	"Energy Inspectors"	0
"KHOV1"	"KHVVHV70"	"Vintage At Happy Valley"	1		"47th Ave & Happy Valley Rd."	"Phoenix"	"85083"	35	14	4/1/11 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"KHOV1"	"KHVVIV"	"Vintage At Verrado (plans 41,42,43,45)"	1	"Verrado"	"I-10 And Verrado Way"	"Buckeye"	"85396"	100	21	3/15/10 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"KHOV1"	"KHVVMP"	"Vintage At Marley Park"	0	"Marley Park"	"Waddell Rd, W Of Bullard Ave."	"Surprise"	"85379"	56	19	3/15/10 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"KHOV1"	"KHVVV70"	"Vintage At Verrado"	1	"Verrado"	"I-10 & Verrado Way"	"Buckeye"	"85396"	100	2	12/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"TAM01"	"LAENT"	"La Entrada - Montecito in Estrella  100s"	1	"Estrella Mountain Ranch"	"I-10 & Estrella Pkwy"	"Goodyear"	"85338"	75	19	5/15/08 0:00:00	12/31/11 0:00:00				0	"EFL"	0
"TAM01"	"LAMIR"	"La Mirada - Montecito in Estrella  700s"	1	"Estrella Mountain Ranch"	"I-10 & Estrella Pkwy"	"Goodyear"	"85338"	111	21	5/15/08 0:00:00	12/31/11 0:00:00				0	"EFL"	0
"EQU01"	"LAPIED"	"INACTIVE-La Piedras Townhomes"	0		"20th St. & Beardsley Rd."	"Phoenix"	"85024"	59	0	5/1/08 0:00:00	5/1/10 0:00:00				0	"DRW"	0		"INACTIVE"
"LEN01"	"LENASA70"	"Asante"	1		"303 Loop & Grande"	"Surprise"	"85387"	21	0	5/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"LEN01"	"LENELM70"	"Estates At Lone Mountain"	1		"56th St & Lone Mountain"	"Phoenix"	"85331"	184	0	5/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"LEN01"	"LENEST70"	"Estates At Stetson Valley"	1	"Stetson Valley"	"Happy Valley Rd & 50th Ave"	"Phoenix"	"85083"	62	0	5/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"LEN01"	"LENHOR70"	"Horizon At Stetson Valley"	1	"Stetson Valley"	"Happy Valley Rd & 50th Ave"	"Phoenix"	"85083"	34	0	5/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"LEN01"	"LENSIG70"	"Signatures At Stetson Valley"	1	"Stetson Valley"	"Happy Valley Rd. & 50th Ave."	"Phoenix"	"85083"	23	2	5/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"LEN01"	"LENVIS70"	"Vision At Stetson Valley"	1	"Stetson Valley"	"Happy Valley Rd & 50th Ave."	"Phoenix"	"85083"	65	0	5/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"LIB01"	"LIBTUN"	"INACTIVE-Tunlii"	0		"HWY 267/OLD HWY 179"	"CAMP VERDE"	"86322"	15	15	9/1/08 0:00:00	9/1/10 0:00:00				0	"E3"	0		"CLOSED OUT"
"MAR01"	"MARCRE"	"Crescent Views"	1		"Pyramid Pk Pkwy & Sonoran Mtn Ranch Rd"	"Peoria"	"85383"	56	12	2/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARCREsr"	"Crescent Views At Sonoran Mountain Ranch"	0		"Pyramid Peak Pkwy & Sonoran Mountain Ranch Rd."	"Peoria"	"85383"	56	1	2/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARCREsr70"	"Crescent Views"	1		"Pyramid Peak & Sonoran Mtn. Ranch Rd."	"Peoria"	"85383"	29	4	12/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	1	"NA"	" "
"MAR01"	"MARDES"	"Desert Pass At Sonoran Foothills"	1		"27th Dr. Carefree Highway"	"Phoenix"	"85085"	12	2	2/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARDESsr"	"Desert Pass At Sonoran Foothills"	0		"27th Dr. South Of Carefree Hwy"	"Phoenix"	"85045"	12	0	2/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARMED"	"Medina At Estrella"	1	"Estrella Mountain Ranch"	"Calistoga & S. 102nd Dr."	"Goodyear"	"85338"	77	11	6/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARMED70"	"Medina @ Estrella"	1		"Calistoga & S. 102nd Dr."	"Goodyear"	"85338"	50	0	12/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARMEDSR"	"Medina At Estrella"	1	"Estrella Mountain Ranch"	"Calistoga & S. 102nd Dr."	"Goodyear"	"85338"	77	9	6/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARMOR"	"Morada At Palm Valley"	1		"Mcdowell Rd & Sarival Ave."	"Goodyear"	"85395"	3	1	6/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARMORsr"	"Morada At Palm Valley"	1		"Mcdowell Rd. & Sarival Ave"	"Goodyear"	"85395"	60	16	6/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARMORsr70"	"Morada @ Palm Valley"	1		"Mcdowell & Sarival Ave."	"Goodyear"	"85395"	36	2	12/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MAR01"	"MARVER70"	"Maracay At Verrado"	1	"Verrado"	"I-10 & Verrado Way"	"Buckeye"	"85396"	51	0	12/1/11 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"MAT01"	"MATCAN70"	"Mattamy Homes At Canyon Trails"	1		"Cotton Ln. & Pima St."	"Goodyear"	"85338"	58	4	3/1/11 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"MAT01"	"MATHMP70"	"Mattamy Homes At Marley Park"	1	"Marley Park"	"Reems & Larkspur"	"Surprise"	"85379"	42	13	12/1/10 0:00:00	12/31/11 0:00:00				0	"Energy Inspectors"	0	"NA"	" "
"MCH01"	"MCHGOS"	"Ghost Hollow Estates"	1		"Pinal Ave. & Ghost Ranch Rd."	"Casa Grande"	"85222"	130	3	1/15/09 0:00:00	1/15/11 0:00:00				0	"Energy Inspectors"	0
"MER01"	"MERARV"	"Aria At Vistancia"	1	"Vistancia"	"Westland Rd."	"Peoria"	"85383"	62	0	12/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MER01"	"MERARV70"	"Aria At Vistancia"	1	"Vistancia"	"Westland Rd"	"Peoria"	"85383"	62	0	12/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MER01"	"MERCIB70SR"	"Cibola Vista"	1		"Lake Pleasant Pkwy & Jomax Rd"	"Peoria"	"85383"	51	48	7/21/10 0:00:00	12/31/11 0:00:00			1/1/11 0:00:00	0	"DRW"	1	"NA"	" "
"MER01"	"MERNIC"	"Nicholas Point -50s"	1		"Ray Rd & Mcqueen Rd"	"Chandler"	"85225"	15	0	2/1/10 0:00:00	2/1/12 0:00:00				0	"DRW"	0	"NA"	" "
"MER01"	"MERNICPT70"	"Nicholas Point"	1	"NA"	"Ray & Mcqueen"	"Chandler"	"85225"	44	25	9/1/11 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MER01"	"MERNICsr"	"Nicholas Point"	0		"Ray & Mcqueen"	"Chandler"	"85225"	80	51	2/1/10 0:00:00	12/31/11 0:00:00				0	"DRW"	0	"NA"	" "
"MER01"	"MERRIVSR"	"Riverstone Estates"	1		"78th Ave & Deer Valley Rd"	"Peoria"	"85382"	30	29	4/1/10 0:00:00	12/31/11 0:00:00				0	"DRW"	1	"NA"	" "
"MER01"	"MERSONSR"	"Sonoran Foothills"	1		"Dove Valley Rd & 16th Ave"	"Phoenix"	"85085"	37	36	4/1/10 0:00:00	12/31/11 0:00:00			1/1/11 0:00:00	0	"DRW"	1	"NA"	" "
"MER02"	"MERSUN"	"Sundance Active Adult"	1	"Sundance"	"Yuma & Watson Rd."	"Buckeye"	"85326"	255	22	9/15/08 0:00:00	12/31/11 0:00:00				0	"DRW"	0
"MER02"	"MERSUNSR"	"Sundance Active Adult"	1		"Watson & Yuma"	"Buckeye"	"85326"	140	12	9/15/10 0:00:00	12/31/11 0:00:00				0	"DRW"	1	"NA"	" "
"MER01"	"MERVAL"	"Valley Vista (Meritage)"	1		"Norterra Pkwy & Jomax"	"Phoenix"	"85085"	22	19	8/1/09 0:00:00	8/1/11 0:00:00				0	"DRW"	0
"MER01"	"MERVALsr"	"Valley Vista"	0		"19th Ave & Jomax"	"Phoenix"	"85085"	15	13	9/1/09 0:00:00	9/1/11 0:00:00				0	"DRW"	0	"NA"	" "
"MER01"	"MONACA"	"INACTIVE-Acacia at Verrado"	0	"Verrado"	"Verrado Way"	"Buckeye"	"85326"	68	17	1/1/07 0:00:00	12/31/07 0:00:00				0	"EFL"	0		"CLOSED OUT"
"MONA1"	"MONAPRSR"	"Privada"	0		"Alma School N Of Jomax"	"Scottsdale"	"85262"	1	1	8/1/09 0:00:00	8/1/11 0:00:00				0	"EFL"	1	"NA"	" "
"MON01"	"MONBEL"	"INACTIVE-Belmont Pointe"	0		"14 Street and Belmont Avenue"	"Phoenix"	"85020"	11	0	11/8/06 0:00:00	12/31/07 0:00:00				0	"Energy Inspectors"	0
"MER01"	"MONCOU"	"INACTIVE-Monterey Court at Verrado"	0	"Verrado"	"Verrado Way"	"Buckeye"	"85326"	189	10	1/1/07 0:00:00	12/31/07 0:00:00				0	"EFL"	0		"CLOSED OUT"
"MON01"	"MONHOR"	"INACTIVE-Horseman's Park Estates"	0		"98 Way & McDowell Mountain Ranch Road"	"Scottsdale"	"85260"	8	0	11/8/06 0:00:00	12/31/07 0:00:00				0	"Energy Inspectors"	0
"MER01"	"MONMBV70SR"	"Monterey at Mirabel Village"	1		"Cave Creek Rd. & Lone Mountain Pkwy"	"Scottsdale"	"85262"	40	6	8/1/09 0:00:00	12/31/11 0:00:00			1/1/11 0:00:00	0	"DRW"	1
"MER01"	"MONMIR"	"INACTIVE-Monterey at Mirabel Village"	0		"Cave Creek Rd & Lone Mountain Parkway"	"Scottsdale"		76	26	1/1/07 0:00:00	1/1/10 0:00:00				0	"EFL"	0
"MER01"	"MONSEB"	"Sera Brisa (Monterey)"	0		"94th St. & Bell Rd."	"Scottsdale"	"85255"	13	7	8/1/09 0:00:00	8/1/11 0:00:00				0	"DRW"	0
"MER01"	"MONSER"	"INACTIVE-Sera Brisa"	0		"94 Street North of Bell Road"	"Scottsdale"		48	24	1/1/07 0:00:00	1/1/10 0:00:00				0	"EFL"	0
"MER01"	"MONVER"	"INACTIVE-Monterey at Verrado"	0	"Verrado"	"Verrado Way & Western Dr."	"Buckeye"	"85396"	49	33	8/1/09 0:00:00	8/1/11 0:00:00			10/1/10 0:00:00	63	"DRW"	0
"MER01"	"MONVER70SR"	"Monterrey At Verrado"	1	"Verrado"	"Verrado Way & Thomas Rd"	"Buckeye"	"85396"	85	52	8/1/09 0:00:00	12/31/11 0:00:00			1/1/11 0:00:00	0	"DRW"	1	"NA"	" "
"MER01"	"MONVERSR"	"Monterrey At Verrado"	0	"Verrado"	"Verrado Way & Thomas Rd"	"Buckeye"	"85396"	85	4	8/1/09 0:00:00	12/31/11 0:00:00				0	"DRW"	1	"NA"
"NIC01"	"NICMCR"	"INACTIVE-McCartney Ranch"	0	"McCartney Ranch"	"Trekell & Rodeo"	"Casa Grande"	"85222"	120	0	10/1/07 0:00:00	10/1/09 0:00:00				0	"Energy Inspectors"	0	"3 & 4"	"REMOVED FROM AD"
"NIC01"	"NICPAL"	"INACTIVE-Palisades at Estrella"	0	"Estrella Mountain Ranch"	"San Miguel & Porter"	"Goodyear"	"85338"	14	0	10/1/07 0:00:00	10/1/09 0:00:00				0	"Energy Inspectors"	0	"59"	"REMOVED FROM AD"
"NIC01"	"NICVAL"	"INACTIVE-Valencia at Montecito"	0	"Estrella Mountain Ranch"	"S. Estrella Pkwy & Williams Field Rd."	"Goodyear"	"85338"	72	0	10/1/07 0:00:00	10/1/09 0:00:00				0	"Energy Inspectors"	0	"7.8 & 7.9"	"REMOVED FROM AD 7.8- lots 1-27; 7.9 - lots 1-45"
"PAL01"	"PALCBI"	"INACTIVE-Palomino Community"	0		"Greenway Rd. & Cave Creek Rd."	"Phoenix"	"85032"	6	6	3/1/09 0:00:00	3/1/11 0:00:00				0	"Energy Inspectors"	0
"PUL01"	"PDRETE"	"INACTIVE-DR DW-Eternal  (Cluster)"	0	"Fireside at Desert Ridge"	"40TH ST & DEER VALLEY"	"PHOENIX"	"85050"	75	48	11/1/07 0:00:00	11/1/09 0:00:00				0	"EFL"	0	"dba Del Webb"
"PUL01"	"PDRETE1"	"INACTIVE-Desert Ridge-DW/eternal/cluster"	0	"Fireside at Desert Ridge"	"40th St & Deer Valley"	"Phoenix"	"85050"	27	31	11/1/09 0:00:00	11/1/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PDRETE70"	"Fireside Desert Ridge/cluster/dw/eternal"	1		"40th St. & Deer Valley Rd."	"Phoenix"	"85050"	69	26	1/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PDRINF"	"INACTIVE-DR DW-Infinity (Triplex)"	0	"Fireside at Desert Ridge"	"40TH ST & DEER VALLEY"	"PHOENIX"	"85050"	56	56	11/1/07 0:00:00	11/1/09 0:00:00				0	"EFL"	0	"dba Del Webb"	"INACTIVE"
"PUL01"	"PDRMAJ"	"INACTIVE-DR DW-Majesty (5500'S)"	0	"Fireside at Desert Ridge"	"40TH ST & DEER VALLEY"	"PHOENIX"	"85050"	75	22	11/1/07 0:00:00	11/1/09 0:00:00				0	"EFL"	0	"dba Del Webb"
"PUL01"	"PDRMAJ1"	"Desert Ridge -DW/majesty/5500s"	1	"Fireside at Desert Ridge"	"40th St & Deer Valley"	"Phoenix"	"85050"	55	21	11/1/09 0:00:00	11/1/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PDRMON"	"INACTIVE-DR DW-Monument (4500'S)"	0	"Fireside at Desert Ridge"	"40TH ST & DEER VALLEY"	"PHOENIX"	"85050"	163	35	11/1/07 0:00:00	11/1/09 0:00:00				0	"EFL"	0	"dba Del Webb"
"PUL01"	"PDRMON1"	"Desert Ridge-DW/monument/4500s"	1	"Fireside at Desert Ridge"	"40th St & Deer Valley"	"Phoenix"	"85050"	135	40	11/1/09 0:00:00	11/1/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PDRSPL"	"INACTIVE-DR DW-Splendor (3500'S)"	0	"Fireside at Desert Ridge"	"40TH ST & DEER VALLEY"	"PHOENIX"	"85050"	198	61	11/1/07 0:00:00	11/1/09 0:00:00				0	"EFL"	0	"dba Del Webb"
"PUL01"	"PDRSPL1"	"Desert Ridge - DW/splendor/3500s"	0	"Fireside at Desert Ridge"	"40th St & Deer Valley"	"Phoenix"	"85050"	144	29	11/1/09 0:00:00	11/1/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PDRSPL70"	"Fireside Desert Ridge/3500s/DW/Splendor"	1		"40th St. & Deer Valley Rd."	"Phoenix"	"85050"	126	11	1/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"BEA01"	"PERSUP70SRS"	"Peralta At Surprise Farms"	1		"Nw Of Citrus & Greenway"	"Surprise"	"85388"	102	6	12/1/10 0:00:00	12/31/11 0:00:00			2/1/11 0:00:00	0	"Energy Inspectors"	1	"NA"	" "
"PER01"	"PERTER"	"Terra Bella"	1		"Ave. 5 1/2 E & 40th St."	"Yuma"	"85365"	104	5	4/21/08 0:00:00	12/31/11 0:00:00			4/21/10 0:00:00	0	"Energy Inspectors"	0
"PUL01"	"PULACC"	"INACTIVE-AMR DW-Unit 19 - Acclaim"	0	"Anthem at Merrill Ranch/ Del Webb Parkside"	"Hunt Highway and Merrill Ranch Pkwy"	"Florence"	"85232"	83	29	7/1/06 0:00:00	1/1/10 0:00:00				0	"EFL"	0	"dba Del Webb"
"PUL01"	"PULACC1"	"AMR-DW/unit 19/acclaim"	1	"Anthem at Merrill Ranch"	"Hunt Hwy & Merrill Ranch Pkwy"	"Florence"	"85232"	54	0	1/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL02"	"PULADO"	"Festival Foothills - Adobe"	1	"Festival Ranch"	"Canyon Springs Blvd & Desert Vista Blvd"	"Buckeye"	"85374"	303	166	12/1/06 0:00:00	12/31/11 0:00:00				0	"EFL"	0		"Added Adobe - 6/13/07"
"PUL01"	"PULAMB"	"INACTIVE-AMR Unit 27 -Belmont/First Choice (3500s)"	0	"Anthem at Merrill Ranch"	"Hunt Hwy & Merrill Ranch"	"Florence"	"85232"	125	68	7/1/06 0:00:00	1/1/10 0:00:00				0	"EFL"	0	"Pulte Parkside"	"Merrill Ranch Pulte Parkside 3500"
"PUL01"	"PULAMB1"	"AMR Unit 27/Belmont/FC 3500s"	0	"Anthem at Merrill Ranch"	"Hunt Hwy & Merrill Ranch Pkwy"	"Florence"	"85232"	60	36	1/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PULAMB70"	"AMR-FC/3500s"	1	"Anthem at Merrill Ranch"	"Hunt Hwy & Merrill Ranch Pkwy"	"Florence"	"85132"	81	20	3/1/11 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PULARG"	"INA-Anthem - DW-Arroyo Grande 6500s (Dream Series)"	0	"Anthem"	"NEW RIVER RD & CIRCLE MOUNTAIN DR"	"ANTHEM"	"85087"	101	27	11/1/07 0:00:00	11/1/09 0:00:00				0	"EFL"	0	"dba Del Webb"
"PUL01"	"PULARG1"	"INACTIVE-Anthem-Arroyo Grande/dream/6500s/unit 81"	0	"Anthem"	"New River Rd & Circle Mountain Dr"	"Phoenix"	"85087"	79	12	11/1/09 0:00:00	11/1/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PULARG70"	"Anthem Arroyo Grand/6500s/unit 81/dream"	1	"Anthem"	"New River Rd. & Circle Mountain Dr."	"Phoenix"	"85087"	59	23	1/1/10 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PULASP"	"Anthem - Aspire Series (unit 81 - 5500 series)"	1	"Anthem"	"Circle Mountain Dr. & New River Rd."	"Phoenix"	"85087"	85	76	6/15/08 0:00:00	12/31/11 0:00:00				0	"EFL"	0
"PUL02"	"PULBRI"	"INACTIVE-Verrado - Brighton Place"	0	"Verrado"	"Verrado Way and I-10"	"Buckeye"	"85326"	94	97	12/1/06 0:00:00	3/1/10 0:00:00				0	"EFL"	0		"CLOSING OUT"
"PUL02"	"PULCAB"	"Cabrillo Point"	1		"73rd St. & Grandview"	"Peoria"	"85382"	69	33	3/1/08 0:00:00	12/31/11 0:00:00				0	"EFL"	0
"PUL02"	"PULCAB70"	"Cabrillo Point"	1		"73rd St & Grandview"	"Peoria"	"85382"	32	2	4/1/10 0:00:00	4/1/12 0:00:00				0	"EFL"	0	"NA"	" "
"PUL01"	"PULCAC70"	"AMR ~ Parkside ~ Cactus ~ 4000"	1	"Anthem at Merrill Ranch"	"Hunt Hwy & Merrill Ranch Parkway"	"Florence"	"85132"	100	2	11/1/11 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL02"	"PULCAN"	"INACTIVE-Canyon Trails"	0	"Canyon Trails"	"Canyon Springs Blvd & Yuma Road"	"Goodyear"	"85338"	121	116	12/1/06 0:00:00	3/1/10 0:00:00				0	"EFL"	0	"4S Parcel A and F"	"CLOSED OUT"
"PUL01"	"PULCAN70"	"AMR ~ Parkside ~ Canyon ~ 5000"	1	"Anthem at Merrill Ranch"	"Hunt Hwy & Merrill Ranch Pkwy"	"Florence"	"85132"	100	1	11/1/11 0:00:00	12/31/11 0:00:00				0	"EFL"	0	"NA"	" "
"PUL02"	"PULCAT"	"INACTIVE-Corte Bella - Catelina"	0	"Corte Bella"	"Pedarro Drive & Mission Drive"	"Sun City West"	"85375"	68	60	12/1/06 0:00:00	12/31/07 0:00:00				0	"EFL"	0		"CLOSED OUT"
"PUL01"	"PULCEL"	"Anthem - Celebrate series (unit 81 - 8000 series)"	1	"Anthem"	"Circle Mountain Dr. & New River Rd."	"Phoenix"	"85087"	48	3	6/15/08 0:00:00	12/31/11 0:00:00				0	"EFL"	0
