"BldrId"	"SubCode"	"LotNo"	"SiteId"	"SolarReady"	"SolarType"	"LotStatus"	"PlanNo"	"AddrNo"	"AddrDir"	"AddrName"	"AddrSufx"	"LtCity"	"LtState"	"LtZip"	"CkReqDate"	"PdDate"	"AmtPd"	"AmtPd_SR"	"H2OPV_Pd"	"PdDate_SR"	"InitialMeterSet"	"ComplianceDate"	"CkNumb"	"Dev"	"AppendDate"	"LotRecno"	"Comments"
"PUL02"	"PULFOO"	35201.00	37797286			"Paid"	" "	"19418"	"W"	"Jefferson"	"St"	"Buckeye"	"AZ"	"85326"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		10/5/07 0:00:00	12/7/07 0:00:00	36015961	"Vista De Montana 48s"		16944
"PUL02"	"PULPIN70"	13002.00	37840383			"Paid"	"35129"	"126"	"N"	"193"	"Ave"	"Buckeye"	"AZ"	"85326"	11/1/11 0:00:00	11/8/11 0:00:00	$1000.00		$0.00		7/13/11 0:00:00	4/21/11 0:00:00	32039628	"Vista De Montana  Foothills"	10/25/11 0:00:00	28648	"ok"
"KHOV1"	"KHVAVV"	903.00	38018287	"n"		"Paid"	"48"	"21025"	"W"	"Wycliff"	"Dr"	"Buckeye"	"AZ"	"85396"	8/22/11 0:00:00	9/8/11 0:00:00	$400.00		$0.00		5/19/11 0:00:00	7/27/11 0:00:00	32034773	"Avalon at Verrado"	8/19/11 0:00:00	27877	"OK"
"MER01"	"MERSONSR"	26.00	38138280	"Y"		"Paid"	"3624"	"32817"	"N"	"16"	"Gln"	"Phoenix"	"AZ"	"85085"	6/27/11 0:00:00	6/29/11 0:00:00	$400.00	$100.00			4/18/11 0:00:00	4/30/11 0:00:00	32029789	"Sonoran Foothills"	6/27/11 0:00:00	27670	"OK"
"PUL01"	"PULJUB"	127.00	38197282			"Paid"	"4531-2"	"3456"	"N"	"Spyglass"	"Dr"	"FLORENCE"	"AZ"	"85232"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		6/28/07 0:00:00	5/9/07 0:00:00	36001929	"ANTHEM @ MERRILL RANCH UNIT 11"		14598
"PUL01"	"PDRETE"	14501.00	38238281			"Paid"	" "	"3958"	"E"	"Melinda"	"Dr"	"Phoenix"	"AZ"	"85050"	6/19/08 0:00:00	7/9/08 0:00:00	$400.00	$0.00	$0.00		5/5/08 0:00:00	5/20/08 0:00:00	36026238	"FS  Desert Ridge Clstr"		18548
"PUL01"	"PULNOL"	244.00	38597281			"Paid"	"3522-1"	"2025"	"W"	"Marconi"	"Ave"	"PHOENIX"	"AZ"	"85023"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		6/28/07 0:00:00	5/9/07 0:00:00	36001929	"NORTHGATE PHS 1"		14715
"PUL01"	"PULMOD1"	7554.00	38610386			"Paid"	"30101"	"4278"	"N"	"Princeton"	"Dr"	"Florence"	"AZ"	"85132"	4/16/10 0:00:00	4/26/10 0:00:00	$400.00		$0.00		12/16/09 0:00:00	3/15/10 0:00:00	36087160	"Merrill AA Holiday"	4/16/10 0:00:00	25356	"OK"
"MER01"	"MERSONSR"	35.00	38928289	"Y"		"Paid"	"3238"	"32818"	"N"	"15"	"Gln"	"Phoenix"	"AZ"	"85085"	12/14/10 0:00:00	12/23/10 0:00:00	$400.00	$100.00			6/16/10 0:00:00	6/30/10 0:00:00	32016073	"Sonoran Foothills  100s "	12/14/10 0:00:00	26904	"OK"
"PUL02"	"PULSON"	37411.00	39048284			"Paid"	"35172"	"26063"	"W"	"Potter"	"Dr"	"Buckeye"	"AZ"	"85396"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		8/7/08 0:00:00	10/7/08 0:00:00	36041595	"Festival Foothills Sonoran"		21086
"MAT01"	"MATHMP70"	7006.00	39157282			"Paid"	"3001"	"12564"	"N"	"154"	"Ave"	"Surprise"	"AZ"	"85379"	5/9/11 0:00:00	5/20/11 0:00:00	$1000.00		$0.00		3/11/11 0:00:00	4/18/11 0:00:00	32027093	"Marley Park"	5/9/11 0:00:00	27605	"OK"
"SHEA1"	"SHETRI"	1676.00	39298287			"Paid"	" "	"28940"	"N"	"127"	"Ln"	"Peoria"	"AZ"	"85383"	12/8/08 0:00:00	12/17/08 0:00:00	$400.00	$0.00	$0.00		6/21/08 0:00:00	10/21/08 0:00:00	36042413	"Vistancia"		21669
"ELL01"	"ELLESTSR"	401.00	39518286	"y"	"PV"	"Paid"	"Pisces"	"11533"	"E"	"24"	"Ln"	"Yuma"	"AZ"	"85367"	1/12/12 0:00:00	1/20/12 0:00:00	$1000.00	$100.00	$0.00		9/15/11 0:00:00	10/4/11 0:00:00	32044931	" Estrella"	11/21/11 0:00:00	28852	"Do not count this lot in SAR reporting for 2012.  OK - not counting this lot for 2012 due to reissued voided check from 2011"
"SHEA1"	"SHETRI"	1677.00	39588282			"Paid"	" "	"28958"	"N"	"127"	"Ln"	"Peoria"	"AZ"	"85383"	12/8/08 0:00:00	12/17/08 0:00:00	$400.00	$0.00	$0.00		3/19/08 0:00:00	7/21/08 0:00:00	36042413	"Vistancia"		21668
"PUL01"	"DMRART"	401.00	39638281			"Paid"	"3232"	"29342"	"N"	"22"	"Ave"	"Phoenix"	"AZ"	"85085"	10/15/08 0:00:00	10/28/08 0:00:00	$400.00	$0.00	$0.00		8/1/08 0:00:00	8/14/08 0:00:00	36037302	"FS Norterra Cluster"		20558
"PUL01"	"PULOVR"	78.00	40667286			"Paid"		"6714"	"W"	"Trenton"	"Ct"	"FLORENCE"	"AZ"	"85232"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		9/12/07 0:00:00	11/14/07 0:00:00	36008676	"ANTHEM @ MERRILL RANCH UNIT 4"		16564
"HOM01"	"HOMSYC"	73.00	40866287			"Paid"	"2"	"17840"	"W"	"Ivy"	"Ln"	"Surprise"	"AZ"		12/20/06 0:00:00	12/31/06 0:00:00	$400.00	$0.00	$0.00		9/26/06 0:00:00	12/12/06 0:00:00	22534150	"SURPRISE FARMS PH 2 PAR 4"		7425
"ASH02"	"ASHVEC"	139.00	40976284			"Paid"		"21117"	"W"	"GLEN"	"ST"	"BUCKEYE"	"AZ"	"85396"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		8/17/07 0:00:00	9/6/07 0:00:00	36015528	"VERRADO PCL 5.601"		16885
"SHEA2"	"SHEENT"		41287280			"Paid"		"12960"	"W"	"Montgomery"	"Rd"	"Peoria"	"AZ"	"85383"	8/20/10 0:00:00	8/25/10 0:00:00	$400.00		$0.00		4/14/10 0:00:00	4/10/10 0:00:00	32007402	"Vistancia"	8/20/10 0:00:00	26354	"OK"
"PUL02"	"PULCLA"	37.00	41318283			"Paid"	"5015-1"	"26743"	"W"	"ROSS"	"AVE"	"BUCKEYE"	"AZ"	"85396"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		6/28/07 0:00:00	9/7/07 0:00:00	36006464	"SUN CITY FESTIVAL CLASSIC"		15224
"SHEA2"	"SHEGRA"		41438287			"Paid"		"19428"	"W"	"Colter"	"St"	"Litchfield Park"	"AZ"	"85340"	8/20/10 0:00:00	8/25/10 0:00:00	$400.00		$0.00		3/1/10 0:00:00	3/10/10 0:00:00	32007402	"Arroyo Mountain"	8/20/10 0:00:00	26381	"OK"
"PUL01"	"PULSTR1"	8054.00	41510384			"Paid"	"35015"	"6415"	"W"	"Sandpiper"	"Way"	"Florence"	"AZ"	"85232"	3/16/10 0:00:00	4/1/10 0:00:00	$400.00		$0.00		12/4/09 0:00:00	2/25/10 0:00:00	36085213	"Merrill AA Classics"	3/16/10 0:00:00	25235	"OK"
"PUL03"	"PULHOM"	66402.00	41530385			"Paid"	"25121"	"21586"	"E"	"Homestead"	"Dr"	"Red Rock"	"AZ"	"85145"	5/24/10 0:00:00	5/28/10 0:00:00	$400.00		$0.00		11/10/09 0:00:00	11/4/09 0:00:00	32001195	"Red Rock 2400s"	5/24/10 0:00:00	25680	"OK"
"PUL02"	"PULADO"	615.00	41688282			"Paid"	"30142"	"26138"	"W"	"Tonto"	"Ln"	"Buckeye"	"AZ"	"85396"	10/22/10 0:00:00	10/27/10 0:00:00	$400.00		$0.00		9/10/10 0:00:00	9/20/10 0:00:00	32011904	"Festival Foothills  Adobe"	10/21/10 0:00:00	26543	"OK"
"ASH02"	"ASHVEM"	433.00	41818282			"Paid"	" "	"20923"	"W"	"WYCLIFF"	"DR"	"BUCKEYE"	"AZ"	"85396"	6/23/08 0:00:00	6/30/08 0:00:00	$400.00	$0.00	$0.00		2/22/08 0:00:00	3/31/08 0:00:00	36025398	"MADISON PARK  VERRADO"		18391
"PUL02"	"PULCLA"	14610.00	41858288			"Paid"	"50151"	"27286"	"W"	"Mohawk"	"Ln"	"Buckeye"	"AZ"	"85326"	9/16/10 0:00:00	9/29/10 0:00:00	$400.00		$0.00		8/23/10 0:00:00	8/10/10 0:00:00	32009878	"Sun City Festival  Classics"	9/16/10 0:00:00	26451	"OK"
"PUL01"	"PULDES"	106.00	41958286			"Paid"	"3514-4"	"7961"	"W"	"DESERT BLOSSOM"	"WAY"	"FLORENCE"	"AZ"	"85232"	11/21/07 0:00:00	12/11/07 0:00:00	$400.00	$0.00	$0.00		9/27/07 0:00:00	8/24/07 0:00:00	36007422	"MERRILL RANCH FIRST CHOICE 3500"		15911
"PUL02"	"PULBRI"	855.00	42038283			"Paid"		"21078"	"W"	"Park Meadows "	"Dr"	"BUCKEYE"	"AZ"	"85396"	8/28/08 0:00:00	9/4/08 0:00:00	$400.00	$0.00	$0.00		2/4/08 0:00:00	2/15/08 0:00:00	36031664	"VERRADO 2W PAR 3.208"		19806
"MER01"	"MERCIB70SR"	3002.00	42087281	"Y"		"Paid"	"37211080"	"9381"	"W"	"Alyssa"	"Ln"	"Peoria"	"AZ"	"85383"	11/21/11 0:00:00	11/29/11 0:00:00	$1000.00	$100.00			10/11/11 0:00:00	6/30/11 0:00:00	32040802	"Cibola"	11/21/11 0:00:00	28944	"OK"
"SUN01"	"SUNCOV"	218.00	42107285			"Paid"	"2000"	"15395"	"W"	"Sells"	"Dr"	"Goodyear"	"AZ"	"85395"	11/25/08 0:00:00	12/3/08 0:00:00	$400.00	$0.00	$0.00		9/6/08 0:00:00	10/31/08 0:00:00	36040906	"Covina "		21103
"CEN01"	"CENREF"	371.00	42528282			"Paid"		"17317"	"W"	"Buchanan"	"St"	"GOODYEAR"	"AZ"	"85338"	9/14/07 0:00:00	10/1/07 0:00:00	$400.00	$0.00	$0.00		8/2/07 0:00:00	7/20/07 0:00:00	36003552			15061
"PUL01"	"PULDES"	35.00	42587288			"Paid"	"3016-1"	"2313"	"N"	"Pecos"	"Dr"	"FLORENCE"	"AZ"	"85232"	6/18/07 0:00:00	6/20/07 0:00:00	$400.00	$0.00	$0.00		2/26/07 0:00:00	3/21/07 0:00:00	22552427	"ANTHEM @ MERRILL RANCH UNIT 23"		11334
"SHEA1"	"SHETRI"	1824.00	42629281			"Paid"	"5006953"	"29801"	"N"	"130"	"Dr"	"Peoria"	"AZ"	"85383"	1/23/09 0:00:00	1/30/09 0:00:00	$400.00	$0.00	$0.00		8/16/08 0:00:00	12/17/08 0:00:00	36046329	"Trilogy at Vistancia"		21966
"MER01"	"MONSEB"	0.00	42687282			"Paid"		"9402"	"E"	"Sera Brisa"		"Scottsdale"	"AZ"	"85255"	4/16/10 0:00:00	4/26/10 0:00:00	$400.00		$0.00		3/9/10 0:00:00	4/5/10 0:00:00	36087564	"Sera Brisa"	4/20/10 0:00:00	25669	"OK"
"JCH01"	"JCHCM70SR"	29.00	42721381	"Y"		"Paid"	"PLAN 3"	"17714"	"W"	"REDWOOD"	"LN"	"Goodyear"	"AZ"	"85338"	3/16/11 0:00:00	3/23/11 0:00:00	$1000.00	$100.00	$0.00		12/21/10 0:00:00	11/24/10 0:00:00	32022750	"CANTA MIA ESTATES"	3/16/11 0:00:00	27486	"OK"
"CEN01"	"CENPAR1"	536.00	42907286			"Paid"	"2201"	"2893"	"N"	"Claire"	"Dr"	"Buckeye"	"AZ"	"85396"	4/15/08 0:00:00	4/25/08 0:00:00	$400.00	$0.00	$0.00		3/19/08 0:00:00	2/1/08 0:00:00	36019052	"Parkview Square"		17732
"PUL01"	"PULDES"	147.00	43187282			"Paid"		"7261"	"W"	"Candlewood"	"Way"	"FLORENCE"	"AZ"	"85232"	2/23/09 0:00:00	3/4/09 0:00:00	$400.00	$0.00	$0.00		8/28/07 0:00:00	8/1/07 0:00:00	36049324	"ANTHEM @ MERRILL RANCH UNIT 23"		22188
"PUL01"	"PULNOR"	68.00	43197284			"Paid"	"3212"	"16009"	"N"	"19"	"Dr"	"PHOENIX"	"AZ"	"85023"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		7/3/07 0:00:00	5/20/07 0:00:00	36001929	"NORTHGATE PHS 1"		14690
"JCH01"	"JCHSER70SR"	194.00	43547288	"Y"		"Paid"	"PLAN 5511"	"2300"	"N"	"162"	"Ave"	"Goodyear"	"AZ"	"85359"	7/27/11 0:00:00	7/29/11 0:00:00	$1000.00	$100.00	$0.00		4/26/11 0:00:00	4/9/11 0:00:00	32031830	"Palm Valley Sereno"	7/27/11 0:00:00	27788	"OK"
"PUL02"	"PULCOM"	24.00	43597281			"Paid"	"4526-1"	"8816"	"N"	"182"	"LN"	"WADDELL"	"AZ"	"85355"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		7/16/07 0:00:00	9/20/07 0:00:00	36006464	"WHITE TANK - COMPASS"		15443
"PUL02"	"PULMIR"	75.00	43677287			"Paid"	"25131"	"22511"	"N"	"DEL MONTE"	"CT"	"SUN CITY WEST"	"AZ"	"85375"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		4/9/07 0:00:00	6/6/07 0:00:00	36001929	"MIRAMAR-CORTE BELLA"		14345
"MER01"	"SUNRAN70SR"	1.00	43687284			"Paid"	"37211119"	"10185"	"W"	"Wizard"	"Ln"	"Peoria"	"AZ"	"85383"	1/19/12 0:00:00	2/6/12 0:00:00	$1000.00		$0.00		11/21/11 0:00:00	11/30/11 0:00:00	32045990	"Sunset Ranch"	1/19/12 0:00:00	29690
"JCH01"	"JCHCM70SR"	4.00	43709285	"Y"		"Paid"	"PLAN 3"	"17668"	"W"	"CEDARWOOD"	"LN"	"Goodyear"	"AZ"	"85338"	3/16/11 0:00:00	3/23/11 0:00:00	$1000.00	$100.00	$0.00		12/21/10 0:00:00	1/21/11 0:00:00	32022750	"CANTA MIA VILLAS"	3/16/11 0:00:00	27483	"OK"
"PUL03"	"PULDVY"	186.00	43768289			"Paid"	"35121"	"21115"	"E"	"FRONTIER"	"RD"	"Red Rock"	"AZ"	"85245"	1/23/09 0:00:00	1/30/09 0:00:00	$400.00	$0.00	$0.00		8/13/08 0:00:00	12/18/08 0:00:00	36046346	"RED ROCK 3500 DISCOVERY SERIES"		21766
"PUL02"	"PULSTP"	136.00	43897280			"Paid"	"5513"	"5538"	"W"	"CAVEDALE"	"DR"	"GLENDALE"	"AZ"	"85083"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		5/17/07 0:00:00	6/13/07 0:00:00	36001929	"STETSON 5500"		14320
"SHEA2"	"SHEMVE"		44047284			"Paid"		"12421"	"W"	"Milton"	"Dr"	"Peoria"	"AZ"	"85383"	8/20/10 0:00:00	8/25/10 0:00:00	$400.00		$0.00		3/18/10 0:00:00	3/4/10 0:00:00	32007402	"Vistancia"	8/20/10 0:00:00	26378	"OK"
"EMP01"	"EMPELD"	31.00	44107288			"Paid"	"D"	"4057"	"N"	"Pipit"	"Pl"	"FLAGSTAFF"	"AZ"	"86004"	3/13/07 0:00:00	3/22/07 0:00:00	$400.00	$0.00	$0.00		10/31/06 0:00:00	2/16/07 0:00:00	22542572	"MT ELDEN FOOTHILLS"		6921
"COL01"	"COLRIV"	58.00	44227283			"Paid"	"5006"	"7856"	"W"	"Quail"	"AVE"	"PEORIA"	"AZ"	"85382"	1/23/07 0:00:00	1/31/07 0:00:00	$400.00	$0.00	$0.00		9/28/06 0:00:00	7/31/06 0:00:00	22537374	"RIVERSTONE ESTATES"		7526
"PUL01"	"DMRVIS"	2014.00	44298282			"Paid"	"40191"	"1931"	"W"	"Mine"	"Trl"	"Florence"	"AZ"	"85085"	2/23/09 0:00:00	3/4/09 0:00:00	$400.00	$0.00	$0.00		8/27/08 0:00:00	11/3/08 0:00:00	36049324	"FS  Norterra FC4000"		21778
"PUL02"	"PULPRO"	30.00	44408283			"Paid"	"3026"	"5602"	"W"	"Desperado"	"Way"	"PHOENIX"	"AZ"	"85083"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		5/8/08 0:00:00	5/21/08 0:00:00	36027655	"STETSON 5000"		18730
"MER02"	"MERSUNSR"	2107.00	44428280	"Y"		"Paid"	"1121131"	"22635"	"W"	"Loma Linda"	"Blvd"	"Buckeye"	"AZ"	"85326"	11/21/11 0:00:00	11/29/11 0:00:00	$400.00	$100.00	$0.00		7/26/11 0:00:00	7/31/11 0:00:00	32040821	"Sundance"	11/21/11 0:00:00	28953	"OK"
"CEN01"	"CENSTA1"	955.00	44888280			"Paid"	"3524"	"17702"	"W"	"Tonto"	"St"	"Goodyear"	"AZ"	"85338"	7/15/08 0:00:00	7/22/08 0:00:00	$400.00	$0.00	$0.00		4/16/08 0:00:00	5/30/08 0:00:00	36027449	"Stargazer"		18838
"SHEA2"	"SHEENT"		45147289			"Paid"	"27061006"	"30335"	"N"	"124"	"Dr"	"Peoria"	"AZ"	"85383"	11/18/10 0:00:00	11/30/10 0:00:00	$400.00		$0.00		8/4/10 0:00:00	8/14/10 0:00:00	32014237	"Vistancia  Entrada"	11/18/10 0:00:00	26754	"OK"
"PUL03"	"PULLGD"	34400.00	45178286			"Paid"	"35151"	"21362"	"E"	"Reunion"	"Rd"	"Red Rock"	"AZ"	"85245"	6/15/09 0:00:00	6/22/09 0:00:00	$400.00	$0.00	$0.00		3/10/09 0:00:00	5/4/09 0:00:00	36059582	"Red Rock 4500s Series 1"		22761
"RIC02"	"RICDAV70"	624.00	45328287	"N"	"n/a"	"Paid"	"25"	"21016"	"W"	"Saide"	"Ct"	"Buckeye"	"AZ"	"85396"	11/21/11 0:00:00	11/29/11 0:00:00	$1000.00		$0.00		8/3/11 0:00:00	9/30/11 0:00:00	32040791	"Davis at Verrado"	11/21/11 0:00:00	29149	"OK"
"SHEA1"	"SHETRI2"		45460389			"Paid"		"12930"	"W"	"Katharine"	"Way"	"Peoria"	"AZ"	"85383"	8/20/10 0:00:00	8/25/10 0:00:00	$400.00		$500.00		8/16/10 0:00:00	7/30/10 0:00:00	32007401	"Vistancia"	8/20/10 0:00:00	26240	"OK"
"PUL02"	"PULFOO"	5601.00	45608283			"Paid"	"56"	"19437"	"W"	"Adams"	"St"	"Buckeye"	"AZ"	"85326"	4/28/08 0:00:00	5/7/08 0:00:00	$400.00	$0.00	$0.00		12/26/07 0:00:00	3/24/08 0:00:00	36020141	"Vista De Montana 48s"		17810
"PUL02"	"PULPEA"	7703.00	45738280			"Paid"	" "	"20197"	"N"	"259"	"Ln"	"Buckeye"	"AZ"	"85396"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		10/30/07 0:00:00	1/23/08 0:00:00	36015961	"Festival Foothills - Peak"		17349
"ASH02"	"ASHES1"	89.00	45818282			"Paid"		"13693"	"W"	"TYLER"	"Trl"	"PEORIA"	"AZ"	"85383"	2/23/09 0:00:00	3/3/09 0:00:00	$400.00	$0.00	$0.00		1/26/09 0:00:00	1/14/09 0:00:00	36049185	"VISTANCIA PCL G3"		22290
"PUL02"	"PULSTH"	80.00	45847284			"Paid"	"3211"	"26637"	"N"	"BABBLING BROOK"	"DR"	"GLENDALE"	"AZ"	"85083"	9/26/07 0:00:00	10/12/07 0:00:00	$400.00	$0.00	$0.00		8/29/07 0:00:00	6/22/07 0:00:00	36004199	"STETSON V6 CLUSTER-STETSON II 6 PACK"		15023
"PUL01"	"PULREU"	10206.00	46287285			"Paid"	" "	"7358"	"W"	"Trenton"	"Way"	"Florence"	"AZ"	"85232"	6/19/08 0:00:00	7/9/08 0:00:00	$400.00	$0.00	$0.00		2/11/08 0:00:00	5/1/08 0:00:00	36026238	"Merrill AA Estates"		18514
"SHEA1"	"SHETRI"	1678.00	46298288			"Paid"	" "	"28976"	"N"	"127"	"Ln"	"Peoria"	"AZ"	"85383"	12/8/08 0:00:00	12/17/08 0:00:00	$400.00	$0.00	$0.00		3/20/08 0:00:00	7/21/08 0:00:00	36042413	"Vistancia"		21667
"ROB01"	"ROBPEB"	54.00	46440389			"Paid"	"2541"	"16736"	"W"	"BERKELEY"	"RD"	"GOODYEAR"	"AZ"	"85395"	6/17/10 0:00:00	6/28/10 0:00:00	$400.00		$0.00		10/23/09 0:00:00	11/30/09 0:00:00	32003049	"PEBBLE CREEK"	6/17/10 0:00:00	25934	"OK"
"PUL02"	"PULCAT"	14.00	46465286			"Paid"		"22535"	"N"	"Padaro"	"Dr"	"SUN CITY WEST"	"AZ"	"85375"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		5/30/07 0:00:00	9/6/07 0:00:00	36008676	"CORTE BELLA UNIT 1B"		16409
"PUL03"	"PULHOM"	66502.00	46530381			"Paid"	"25151"	"21576"	"E"	"Homestead"	"Dr"	"Red Rock"	"AZ"	"85145"	5/24/10 0:00:00	5/28/10 0:00:00	$400.00		$0.00		11/10/09 0:00:00	11/24/09 0:00:00	32001195	"Red Rock 2400s"	5/24/10 0:00:00	25679	"OK"
"PUL01"	"DMRTEA"	11205.00	46648286			"Paid"	" "	"2044"	"W"	"Roy Rogers"	"Rd"	"Phoenix"	"AZ"	"85085"	6/19/08 0:00:00	7/9/08 0:00:00	$400.00	$0.00	$0.00		5/16/08 0:00:00	5/27/08 0:00:00	36026238	"FS  Norterra Triplex"		18526
"PUL01"	"PULLEG"	214.00	46729289			"Paid"	"33513"	"6596"	"W"	"Mockingbird"	"Ct"	"Florence"	"AZ"	"85232"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		8/15/08 0:00:00	9/3/08 0:00:00	36041596	"Merrill AA Cottages"		20749
"PUL01"	"PULNOL"	18801.00	46797283			"Paid"	" "	"15915"	"N"	"22"	"Ln"	"Phoenix"	"AZ"	"85023"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		2/5/08 0:00:00	2/27/08 0:00:00	36015961	"Northgate Ledgestone 3500s"		17094
"PUL02"	"PULCLA"	36.00	47018287			"Paid"	" "	"26753"	"W"	"Ross"	"Ave"	"BUCKEYE"	"AZ"	"85396"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		8/17/07 0:00:00	8/29/07 0:00:00	36027655	"SUN CITY FESTIVAL CLASSIC"		19022
"PUL02"	"PULSTT"	1034.00	47358280			"Paid"	"34512"	"5222"	"W"	"Pinnacle Vista"	"Dr"	"Phoenix"	"AZ"	"85310"	10/26/09 0:00:00	10/30/09 0:00:00	$400.00		$0.00		6/8/09 0:00:00	9/9/09 0:00:00	36071417	"Stetson V2 Treasure 4500sP334"	10/26/09 0:00:00	24379
"ELI01"	"ELISUN"	11.00	47587283			"Paid"		"23328"	"N"	"123"	"Dr"	"SUN CITY WEST"	"AZ"	"85375"	11/21/07 0:00:00	12/11/07 0:00:00	$400.00	$0.00	$0.00		10/19/07 0:00:00	10/26/07 0:00:00	36007421	"SUNDERO"		16202
"PUL02"	"PULSUM"	320.00	48028287			"Paid"		"2851"	"N"	"Riley"	"Rd"	"BUCKEYE"	"AZ"	"85396"	8/28/08 0:00:00	9/4/08 0:00:00	$400.00	$0.00	$0.00		4/23/08 0:00:00	5/9/08 0:00:00	36031664	"VERRADO 2W PAR 3.203"		19761
"PUL01"	"DMROVR70"	316.00	48030389	"N"	"No"	"Paid"	"35146"	"1727"	"W"	"Desperado"	"Way"	"Phoenix"	"AZ"	"85085"	2/23/12 0:00:00	2/28/12 0:00:00	$1000.00		$0.00		8/3/11 0:00:00	8/12/11 0:00:00	32047656	"FS  Norterra"	1/26/12 0:00:00	30056	"Do not count this lot in SAR reporting for 2012"
"CEN01"	"CENREF"	168.00	48387288			"Paid"	"4012"	"17311"	"W"	"Madison"	"St"	"Goodyear"	"AZ"	"85338"	1/25/08 0:00:00	2/4/08 0:00:00	$400.00	$0.00	$0.00		10/6/06 0:00:00	12/14/07 0:00:00	36011350	"Reflections"		16730
"ASH02"	"ASHVEC"	211.00	48606283			"Paid"		"20986"	"W"	"COURT"	"St"	"BUCKEYE"	"AZ"	"85396"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		9/17/07 0:00:00	9/4/07 0:00:00	36015528	"VERRADO PCL 4.602"		16901
"ROS01"	"ROSPRO"	22.00	48628283			"Paid"	"313A1"	"13632"	"W"	"Jesse Red"	"Rd"	"Peoria"	"AZ"	"85383"	3/16/11 0:00:00	3/23/11 0:00:00	$400.00		$0.00		6/18/10 0:00:00	12/1/10 0:00:00	32022751	"Mtn Gate Vistancia"	3/16/11 0:00:00	27449	"OK"
"PUL02"	"PULBRI"	817.00	48728281			"Paid"	"4022-2"	"2534"	"N"	"SAIDE"	"LN"	"BUCKEYE"	"AZ"	"85396"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		7/30/07 0:00:00	9/20/07 0:00:00	36006464	"VERRADO II ( BRIGHTON PLACE )"		15499
"PUL01"	"PULDES"	2825.00	48908287			"Paid"	"33514"	"7531"	"W"	"Sonoma"	"Way"	"Florence"	"AZ"	"85232"	4/16/09 0:00:00	4/28/09 0:00:00	$400.00	$0.00	$0.00		2/13/09 0:00:00	3/21/09 0:00:00	36054525	"Merrill Pulte 3500s"		22576
"PUL02"	"PULCAN"	35.00	49197289			"Paid"		"16738"	"W"	"Yavapai"	"St"	"Goodyear"	"AZ"	"85338"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		8/28/07 0:00:00	10/23/07 0:00:00	36008676			16282
"PUL02"	"PULCOM"	6606.00	49297282			"Paid"	"45261"	"8739"	"N"	"182"	"Ln"	"Surprise"	"AZ"	"85374"	2/5/10 0:00:00	2/19/10 0:00:00	$400.00		$0.00		11/23/09 0:00:00	11/11/09 0:00:00	36081035	"White Tank  Compass"	2/5/10 0:00:00	24808	"OK"
"PUL02"	"PULPIN70"	13102.00	49440388	"N"	"No"	"Paid"	"35129"	"140"	"N"	"193"	"Ave"	"Buckeye"	"AZ"	"85326"	12/13/11 0:00:00	12/29/11 0:00:00	$1000.00		$0.00		9/9/11 0:00:00	10/5/11 0:00:00	32043481	"Vista De Montana  Foothills"	11/21/11 0:00:00	29100	"OK"
"BEA01"	"BEASAN70SRS"	34.00	49597288	"Y"	"PV"	"Paid"	"338"	"16983"	"W"	"Watkins"	"St"	"Goodyear"	"AZ"	"85338"	11/21/11 0:00:00	11/28/11 0:00:00	$1000.00	$100.00	$0.00		10/21/11 0:00:00	10/14/11 0:00:00	32040809	"Canyon Trails"	11/21/11 0:00:00	28752	"OK"
"PUL02"	"PULBRI"	856.00	49628288			"Paid"		"21086"	"W"	"Park Meadows "	"Dr"	"BUCKEYE"	"AZ"	"85396"	8/28/08 0:00:00	9/4/08 0:00:00	$400.00	$0.00	$0.00		1/31/08 0:00:00	2/13/08 0:00:00	36031664	"VERRADO 2W PAR 3.208"		19807
