"BldrId"	"SubCode"	"LotNo"	"SiteId"	"SolarReady"	"SolarType"	"LotStatus"	"PlanNo"	"AddrNo"	"AddrDir"	"AddrName"	"AddrSufx"	"LtCity"	"LtState"	"LtZip"	"CkReqDate"	"PdDate"	"AmtPd"	"AmtPd_SR"	"H2OPV_Pd"	"PdDate_SR"	"InitialMeterSet"	"ComplianceDate"	"CkNumb"	"Dev"	"AppendDate"	"LotRecno"	"Comments"
"PUL03"	"PULDVY"	92002.00	395199280			"Paid"	"35121"	"21556"	"E"	"Reunion"	"Rd"	"Red Rock"	"AZ"	"85245"	4/16/09 0:00:00	7/8/09 0:00:00	$400.00	$0.00	$0.00		3/2/09 0:00:00	3/10/09 0:00:00	36061067	"Red Rock 3500s Series 2"		22581
"PUL01"	"PULAMB70"	6529.00	395219282	"N"	"No"	"Paid"	"35145"	"7988"	"W"	"Candlewood"	"Way"	"Florence"	"AZ"	"85132"	2/23/12 0:00:00	2/28/12 0:00:00	$1000.00		$0.00		10/14/11 0:00:00	10/25/11 0:00:00	32047656	"Merrill FC 3500s"	1/26/12 0:00:00	30023
"PUL02"	"PULPEA"	5203.00	395238282			"Paid"	"50241"	"25953"	"W"	"Sierra Pinta"	"Dr"	"Buckeye"	"AZ"	"85396"	6/15/09 0:00:00	6/22/09 0:00:00	$400.00	$0.00	$0.00		2/5/09 0:00:00	5/14/09 0:00:00	36059575	"Festival Foothills  Peak"		22766
"PUL02"	"PULSON"	32811.00	395248285			"Paid"	" "	"26069"	"W"	"Yukon"	"Dr"	"Buckeye"	"AZ"	"85396"	1/23/09 0:00:00	1/30/09 0:00:00	$400.00	$0.00	$0.00		8/24/07 0:00:00	12/3/07 0:00:00	36046330	"Festival Foothills - Sonoran"		21719
"PUL01"	"PULACC"	4.00	395308287			"Paid"	"3517"	"2232"	"N"	"Monticello"	"Dr"	"FLORENCE"	"AZ"	"85232"	6/18/07 0:00:00	6/20/07 0:00:00	$400.00	$0.00	$0.00		2/26/07 0:00:00	4/25/07 0:00:00	22552427	"ANTHEM @ MERRILL RANCH UNIT 19"		11129
"PUL02"	"PULFOO"	269.00	395308288			"Paid"		"19233"	"W"	"Washington"	"St"	"BUCKEYE"	"AZ"	"85326"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		10/10/08 0:00:00	9/10/08 0:00:00	36041595	"VISTA DE MONTANA PCL 1A"		20900
"MER02"	"MERSUNSR"	1859.00	395576283	"Y"		"Paid"	"1171131"	"22584"	"W"	"Antelope"	"Trl"	"Buckeye"	"AZ"	"85326"	11/21/11 0:00:00	11/29/11 0:00:00	$400.00	$100.00	$0.00		7/29/11 0:00:00	7/31/11 0:00:00	32040821	"Sundance"	11/21/11 0:00:00	28956	"OK"
"PUL02"	"PULCLA"	4344.00	395608280			"Paid"	"50151"	"26760"	"W"	"Yukon"	"Dr"	"Buckeye"	"AZ"	"85326"	1/24/11 0:00:00	1/27/11 0:00:00	$400.00		$0.00		12/15/10 0:00:00	12/27/10 0:00:00	32018600	"Sun City Festival  Classics"	1/24/11 0:00:00	27258	"OK"
"PUL02"	"PULPRE"	46.00	395708289			"Paid"	"6023-1"	"26703"	"W"	"TONOPAH"	"DR"	"BUCKEYE"	"AZ"	"85396"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		3/23/07 0:00:00	6/6/07 0:00:00	36001929	"SUN CITY FESTIVAL PREMIERS"		14235
"SHEA1"	"SHETRI"	2022.00	395760388			"Paid"	"6040953"	"12889"	"W"	"Mayberry"	"Trl"	"Peoria"	"AZ"	"85383"	2/5/10 0:00:00	2/19/10 0:00:00	$400.00		$0.00		12/29/09 0:00:00	1/11/10 0:00:00	36081034	"Vistancia"	2/5/10 0:00:00	24981	"OK"
"PUL02"	"PULCAN"	50.00	395987284			"Paid"	"5024-3"	"16825"	"W"	"MOHAVE"	"ST"	"GOODYEAR"	"AZ"	"85338"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		4/25/07 0:00:00	6/22/07 0:00:00	36001929	"CANYON TRAILS 4500"		14405
"CEN01"	"CENREF"	386.00	396038288			"Paid"	"4019"	"17388"	"W"	"Buchanan"	"St"	"GOODYEAR"	"AZ"	"85338"	6/18/07 0:00:00	6/21/07 0:00:00	$400.00	$0.00	$0.00		6/1/07 0:00:00	6/8/07 0:00:00	22552595			8821
"PUL01"	"DMRTEA"	11105.00	396048282			"Paid"	" "	"28843"	"N"	"20"	"Ln"	"Phoenix"	"AZ"	"85085"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		1/11/08 0:00:00	1/14/08 0:00:00	36015961	"FS @ Norterra Triplex"		17224
"ROB01"	"ROBPEB"	52.00	396066286			"Paid"	"2204"	"16461"	"W"	"Alvarado"	"Dr"	"GOODYEAR"	"AZ"	"85395"	6/17/10 0:00:00	6/28/10 0:00:00	$400.00		$0.00		2/5/10 0:00:00	2/28/10 0:00:00	32003049	"PEBBLE CREEK"	6/17/10 0:00:00	25946	"OK"
"ASH02"	"ASHVIS"	18.00	396236280			"Paid"	" "	"12094"	"W"	"LONE TREE"	"Trl"	"PEORIA"	"AZ"	"85383"	8/3/09 0:00:00	8/7/09 0:00:00	$400.00	$0.00	$0.00		2/7/07 0:00:00	5/14/07 0:00:00	36063807	"VISTANCIA "		22895
"PUL02"	"PULCNY"	29.00	396308287			"Paid"		"18238"	"W"	"Butler"	"Dr"	"WADDELL"	"AZ"	"85355"	8/28/08 0:00:00	9/4/08 0:00:00	$400.00	$0.00	$0.00		5/16/08 0:00:00	5/30/08 0:00:00	36031664	"WHITETANK FOOTHILLS PCL 9"		19746
"PUL02"	"PULCAT"	58.00	396477285			"Paid"		"13283"	"W"	"Micheltorena"	"Ct"	"SUN CITY WEST"	"AZ"	"85375"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		5/8/07 0:00:00	8/8/07 0:00:00	36008676	"CORTE BELLA UNIT P"		16421
"KHOV1"	"KHVVMP"	12089.00	396687282			"Paid"	"45"	"13078"	"N"	"147"	"Ct"	"Surprise"	"AZ"	"85379"	7/21/10 0:00:00	7/28/10 0:00:00	$400.00		$0.00		4/7/10 0:00:00	7/7/10 0:00:00	32005393	"Marley Park"	7/21/10 0:00:00	26087	"OK"
"PUL02"	"PULSUM"	307.00	397018288			"Paid"		"2946"	"N"	"Point Ridge"	"Rd"	"BUCKEYE"	"AZ"	"85396"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		8/14/07 0:00:00	11/6/07 0:00:00	36008676	"VERRADO 2W PAR 3.203"		16475
"PUL01"	"DMRVIS70"	7421.00	397060385			"Paid"	"40262"	"1649"	"W"	"Red Bird"	"Rd"	"Phoenix"	"AZ"	"85085"	11/21/11 0:00:00	11/29/11 0:00:00	$1000.00		$0.00		9/19/11 0:00:00	8/31/11 0:00:00	32040807	"FS  Norterra Pulte 4000"	11/21/11 0:00:00	28813	"OK"
"MER01"	"MERSONSR"	2.00	397138280	"Y"		"Paid"	"3238"	"1516"	"W"	"Horsetail"	"Trl"	"Phoenix"	"AZ"	"85085"	3/16/11 0:00:00	3/23/11 0:00:00	$400.00	$100.00			3/10/11 0:00:00	3/1/11 0:00:00	32022752	"Sonoran Foothills"	3/16/11 0:00:00	27509	"OK"
"PUL02"	"PULCAN"	31.00	397297287			"Paid"	"5024-3"	"16788"	"W"	"COCOPAH"	"ST"	"GOODYEAR"	"AZ"	"85338"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		7/3/07 0:00:00	8/18/07 0:00:00	36006464	"CANYON TRAILS 4500"		15423
"PUL02"	"PULSTH"	31.00	397357283			"Paid"	"32220"	"26427"	"N"	"53"	"Gln"	"PHOENIX"	"AZ"	"85083"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		1/10/07 0:00:00	1/19/07 0:00:00	36027655	"STETSON CLUSTER "		18727
"MER01"	"MERNICSR"		397370386			"Paid"		"848"	"E"	"Jacob"	"St"	"Chandler"	"AZ"	"85225"	8/20/10 0:00:00	8/25/10 0:00:00	$400.00				4/21/10 0:00:00	7/29/10 0:00:00	32007400	"Nicholas Point"	8/20/10 0:00:00	26233	"OK"
"PUL02"	"PULSON"	33011.00	397738282			"Paid"	" "	"26055"	"W"	"Yukon"	"Dr"	"Buckeye"	"AZ"	"85396"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		1/24/08 0:00:00	1/14/08 0:00:00	36015961	"Festival Foothills - Sonoran"		17311
"PUL01"	"PULREU"	87.00	398028287			"Paid"	"5018-1"	"7016"	"N"	"Petersburg"	"Ct"	"FLORENCE"	"AZ"	"85232"	6/18/07 0:00:00	6/20/07 0:00:00	$400.00	$0.00	$0.00		3/8/07 0:00:00	5/9/07 0:00:00	22552427	"ANTHEM @ MERRILL RANCH UNIT 8"		11804
"PUL02"	"PULDIS"	36.00	398108285			"Paid"		"17931"	"W"	"Royal Palm"	"Rd"	"WADDELL"	"AZ"	"85355"	8/28/08 0:00:00	9/4/08 0:00:00	$400.00	$0.00	$0.00		5/20/08 0:00:00	6/4/08 0:00:00	36031664	"WHITE TANK FOOTHILLS PCL 10"		19780
"PUL02"	"PULSTT"	4934.00	398158289			"Paid"	"34514"	"5212"	"W"	"Straight Arrow"	"Ln"	"Phoenix"	"AZ"	"85083"	7/21/10 0:00:00	7/28/10 0:00:00	$400.00		$0.00		3/26/10 0:00:00	6/18/10 0:00:00	32005396	"Stetson V2 Treasure 4500sP334"	7/21/10 0:00:00	26092	"OK"
"PUL02"	"PULADO"	42713.00	398248285			"Paid"	" "	"20555"	"N"	"261"	"Ave"	"Buckeye"	"AZ"	"85396"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		12/7/07 0:00:00	2/20/08 0:00:00	36015961	"Festival Foothills - Adobe"		17367
"PUL02"	"PULDIS70"	9710.00	398308288			"Paid"	"65251"	"18008"	"W"	"El Caminito"	"Dr"	"Phoenix"	"AZ"	"85355"	11/1/11 0:00:00	11/8/11 0:00:00	$1000.00		$0.00		7/12/11 0:00:00	4/6/11 0:00:00	32039628	"White Tank Discovery"	10/25/11 0:00:00	28659	"ok"
"CEN01"	"CENSTA"	29.00	398318282			"Paid"	"3524"	"17408"	"W"	"Monroe"	"St"	"Goodyear"	"AZ"	"85338"	8/3/07 0:00:00	8/9/07 0:00:00	$400.00	$0.00	$0.00		4/19/07 0:00:00	7/26/07 0:00:00	36001493	"Stargazer-II"		14893
"EMP01"	"EMPRET"	44.00	398486280			"Paid"	"1"	"528"	"W"	"Nugget"	"Tr"	"Flagstaff"	"AZ"	"86001"	12/18/06 0:00:00	12/31/06 0:00:00	$400.00	$0.00	$0.00		7/17/06 0:00:00	9/29/06 0:00:00	22534179	"PONDEROSA TRAILS UNIT 8"		6775
"STA01"	"STAPAL70"	62.00	398596282			"Paid"	"5597"	"15622"	"W"	"Minnezona"	"Ave"	"Goodyear"	"AZ"	"85395"	1/19/12 0:00:00	2/6/12 0:00:00	$1000.00		$0.00		12/21/11 0:00:00	12/2/11 0:00:00	32045987	"Palm Valley"	1/19/12 0:00:00	29884
"COU01"	"COUCOU"	63.00	398657287			"Paid"	"2628"	"3816"	"N"	"Princeton"	"Ln"	"Casa Grande"	"AZ"	"85222"	6/19/08 0:00:00	6/30/08 0:00:00	$400.00	$0.00	$0.00		9/21/07 0:00:00	5/16/08 0:00:00	36025397	"Estates"		18338
"PUL01"	"PULNOL"	313.00	398697283			"Paid"	" "	"2109"	"W"	"Davis"	"Rd"	"PHOENIX"	"AZ"	"85023"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		2/14/07 0:00:00	2/27/07 0:00:00	36027655	"NORTHGATE 3500 SERIES"		19165
"ROS01"	"ROSGAT"	25.00	398758286			"Paid"	"415A"	"14348"	"S"	"181"	"Ln"	"Goodyear"	"AZ"	"85338"	3/16/11 0:00:00	3/23/11 0:00:00	$400.00		$0.00		6/1/10 0:00:00	4/9/10 0:00:00	32022751	"Stone Gate  Estrella"	3/16/11 0:00:00	27462	"OK"
"PUL01"	"DMRVIS1"	1514.00	398998281			"Paid"	"40191"	"1916"	"W"	"Big Oak"	"St"	"Anthem"	"AZ"	"85086"	2/5/10 0:00:00	2/19/10 0:00:00	$400.00		$0.00		9/24/09 0:00:00	12/1/09 0:00:00	36081036	"FS  Norterra FC4000"	2/5/10 0:00:00	24927	"OK"
"MER01"	"MONMIR"	1.00	399056282			"Paid"	"8007"	"10898"	"E"	"ADDY"	"WAY"	"Scottsdale"	"AZ"	"85262"	11/21/07 0:00:00	12/12/07 0:00:00	$400.00	$0.00	$0.00		11/3/06 0:00:00	1/4/07 0:00:00	36007554	"MIRABEL VILLAGE"		15984
"RES01"	"RESCON"		399061389			"Paid"	"Drabin"	"3060"		"Pedregal Southview"		"Prescott"	"AZ"	"86302"	1/19/12 0:00:00	2/6/12 0:00:00	$400.00		$0.00		1/27/11 0:00:00	8/11/11 0:00:00	32046004			30004
"PUL02"	"PULSTD"	10631.00	399068288			"Paid"	"36513"	"27403"	"N"	"56"	"Ln"	"Glendale"	"AZ"	"85083"	11/18/10 0:00:00	11/30/10 0:00:00	$400.00		$0.00		9/24/10 0:00:00	10/5/10 0:00:00	32014240	"Stetson V4 Discovery 6500s P5"	11/18/10 0:00:00	26729	"OK"
"ASH02"	"ASHVEM"	435.00	399328287			"Paid"	" "	"20911"	"W"	"WYCLIFF"	"DR"	"BUCKEYE"	"AZ"	"85396"	11/25/08 0:00:00	12/3/08 0:00:00	$400.00	$0.00	$0.00		10/15/08 0:00:00	9/6/08 0:00:00	36040900	"MADISON PARK VERRADO"		21157
"PUL01"	"PULNOL"	19801.00	399397280			"Paid"	" "	"2156"	"W"	"Kathleen"	"Rd"	"Phoenix"	"AZ"	"85023"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		9/4/07 0:00:00	12/4/07 0:00:00	36015961	"Northgate Ledgestone 3500s"		17106
"MAR01"	"MARMORSR70"	7.00	399447280	"Y"		"Paid"	"55411082"	"16235"	"W"	"Coronado"	"Rd"	"Goodyear"	"AZ"	"85395"	2/14/12 0:00:00	2/21/12 0:00:00	$1000.00	$100.00	$0.00		12/29/11 0:00:00	11/30/11 0:00:00	32047057	"Palm Valley"	1/19/12 0:00:00	29635
"PUL01"	"PULHER"	123.00	399487286			"Paid"	"33016"	"7376"	"W"	"Sonoma"	"Way"	"Florence"	"AZ"	"85232"	12/9/09 0:00:00	12/21/09 0:00:00	$400.00		$0.00		7/29/09 0:00:00	10/13/09 0:00:00	36076117	"Merrill DW 3000s"	12/9/09 0:00:00	24631
"PUL02"	"PULMIR"	98.00	399677281			"Paid"		"22728"	"N"	"Padaro"	"Dr"	"SUN CITY WEST"	"AZ"	"85375"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		5/30/07 0:00:00	8/24/07 0:00:00	36008676	"CORTE BELLA UNIT P"		16429
"ROB01"	"ROBPEB70"	39.00	399830385			"Paid"	"1589"	"16740"	"W"	"ALMERIA"	"RD"	"GOODYEAR"	"AZ"	"85395"	10/22/10 0:00:00	10/27/10 0:00:00	$1000.00		$0.00		8/2/10 0:00:00	9/9/10 0:00:00	32011902	"PEBBLE CREEK"	10/21/10 0:00:00	26519	"OK"
"PUL02"	"PULCAN"	24.00	400097289			"Paid"	"4520-1"	"16739"	"W"	"SONORA"	"ST"	"GOODYEAR"	"AZ"	"85338"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		7/30/07 0:00:00	9/7/07 0:00:00	36006464	"CANYON TRAILS 4500"		15411
"PUL03"	"PULLGD"	45200.00	400338285			"Paid"	"45251"	"21151"	"E"	"Independence"	"Way"	"Red Rock"	"AZ"	"85145"	5/24/10 0:00:00	5/28/10 0:00:00	$400.00		$0.00		11/25/09 0:00:00	11/4/09 0:00:00	32001195	"Red Rock 4500s Series 1"	5/24/10 0:00:00	25701	"OK"
"PUL01"	"PULASP"	31481.00	400348286			"Paid"	"55018"	"43325"	"N"	"50"	"Ave"	"Anthem"	"AZ"	"85086"	11/18/10 0:00:00	11/30/10 0:00:00	$400.00		$0.00		7/7/10 0:00:00	10/13/10 0:00:00	32014241	"PS 5500s  Unit 81"	11/18/10 0:00:00	26706	"OK"
"PUL02"	"PULCAN"	10.00	400397285			"Paid"	" "	"1300"	"S"	"167"	"Dr"	"Goodyear"	"AZ"	"85338"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		1/18/08 0:00:00	1/30/08 0:00:00	36027655	"CANYON TRAILS 4500"		18972
"PUL01"	"PULAMB"	525.00	400408282			"Paid"	"33517"	"7562"	"W"	"Sonoma"	"Way"	"Florence"	"AZ"	"85232"	2/23/09 0:00:00	3/4/09 0:00:00	$400.00	$0.00	$0.00		11/25/08 0:00:00	12/12/08 0:00:00	36049324	"Merrill Pulte 3500s"		22370
"CEN01"	"CENREF"	410.00	400438283			"Paid"	"4008"	"17385"	"W"	"Lilac"	"St"	"GOODYEAR"	"AZ"	"85338"	6/18/07 0:00:00	6/21/07 0:00:00	$400.00	$0.00	$0.00		5/18/07 0:00:00	6/8/07 0:00:00	22552595			8845
"PUL02"	"PULCLA"	22120.00	400639285			"Paid"	"50181"	"20095"	"N"	"270"	"Ave"	"Buckeye"	"AZ"	"85396"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		8/20/08 0:00:00	9/4/08 0:00:00	36041595	"Sun City Festival Classics"		20658
"SHEA2"	"SHEMOU70"		400828282			"Paid"	"27031009"	"19332"	"W"	"Colter"	"St"	"Litchfield Park"	"AZ"	"85340"	2/14/12 0:00:00	2/21/12 0:00:00	$1000.00		$0.00		7/22/11 0:00:00	7/31/11 0:00:00	32047058	"Arroyo Mtn"	1/19/12 0:00:00	29798
"ROS01"	"ROSDCR"	4.00	400848284			"Paid"	"713C"	"20352"	"N"	"98"	"St"	"Scottsdale"	"AZ"	"85255"	3/26/09 0:00:00	4/2/09 0:00:00	$400.00	$0.00	$0.00		8/8/08 0:00:00	7/3/08 0:00:00	36052289	"DC RANCH"		22514
"PUL01"	"PULAMB"	33.00	400897282			"Paid"	" "	"2359"	"N"	"Brigadier"	"Dr"	"FLORENCE"	"AZ"	"85232"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		4/21/08 0:00:00	4/30/08 0:00:00	36027655	"MERRILL RANCH PULTE PARKSIDE 3500"		19229
"ROB01"	"ROBPEB70"	41.00	400930385			"Paid"	"1965"	"1720"	"N"	"167"	"DR"	"GOODYEAR"	"AZ"	"85395"	10/22/10 0:00:00	10/27/10 0:00:00	$1000.00		$0.00		7/16/10 0:00:00	8/25/10 0:00:00	32011902	"PEBBLE CREEK"	10/21/10 0:00:00	26524	"OK"
"SHEA2"	"SHEVLP70"	454.00	400938280			"Paid"	"12341091"	"14801"	"S"	"Luna"	"Cir"	"Litchfield Park"	"AZ"	"85340"	11/21/11 0:00:00	11/29/11 0:00:00	$1000.00		$0.00		7/26/11 0:00:00	7/31/11 0:00:00	32040804	"Litchfield Park"	11/21/11 0:00:00	29323	"OK"
"SHEA1"	"SHETRI2"	3.00	400975283			"Paid"	"4055953"	"12969"	"W"	"Yellow Bird"	"Ln"	"Peoria"	"AZ"	"85383"	4/21/10 0:00:00	4/29/10 0:00:00	$400.00		$0.00		3/18/10 0:00:00	4/5/10 0:00:00	36087565	"Vistancia"	4/16/10 0:00:00	25484	"OK"
"PUL02"	"PULSON"	308.00	401048285			"Paid"	"3517-2"	"20407"	"N"	"262"	"AVE"	"BUCKEYE"	"AZ"	"85326"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		7/7/07 0:00:00	9/7/07 0:00:00	36006464	"FESTIVAL RANCH 3500/FESTIVAL FOOTHILLS"		15400
"WOO01"	"WOOSUN70SR"	14.00	401051389			"Paid"	"5230"	"9926"	"W"	"WIZARD"	"LN"	"PEORIA"	"AZ"	"85383"	2/14/12 0:00:00	2/21/12 0:00:00	$1000.00	$100.00	$0.00		3/17/11 0:00:00	3/29/11 0:00:00	32047055	"SUNSET RANCH"	1/19/12 0:00:00	29921
"PUL02"	"PULCLA"	93.00	401118286			"Paid"	"5018-1"	"26828"	"W"	"RUNION"	"DR"	"BUCKEYE"	"AZ"	"85396"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		6/28/07 0:00:00	9/7/07 0:00:00	36006464	"SUN CITY FESTIVAL CLASSIC"		15219
"PUL01"	"PDRMON"	11103.00	401138287			"Paid"	" "	"3920"	"E"	"Quail"	"Ave"	"Phoenix"	"AZ"	"85050"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		1/22/08 0:00:00	2/5/08 0:00:00	36015961	"FS@Desert Ridge 4500"		17178
"PUL01"	"PULLEG"	96.00	401387280			"Paid"		"7264"	"W"	"Trenton"	"Way"	"FLORENCE"	"AZ"	"85232"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		6/19/08 0:00:00	3/21/08 0:00:00	36041596	"ANTHEM @ MERRILL RANCH UNIT 6"		21188
"PUL02"	"PULADO"	6915.00	401398287			"Paid"	"30161"	"26161"	"W"	"Tonto"	"Ln"	"Buckeye"	"AZ"	"85396"	6/17/10 0:00:00	6/28/10 0:00:00	$400.00		$0.00		3/13/10 0:00:00	5/12/10 0:00:00	32003053	"Festival Foothills  Adobe"	6/17/10 0:00:00	25881	"OK"
"ROS01"	"ROSPRO"	18.00	401428287			"Paid"		"13648"	"W"	"JESSE RED"	"DR"	"Peoria"	"AZ"	"85383"	4/16/09 0:00:00	4/28/09 0:00:00	$400.00	$0.00	$0.00		4/15/09 0:00:00	3/5/09 0:00:00	36054524			22652
"PUL02"	"PULSMT"	8707.00	401508288			"Paid"	" "	"18139"	"W"	"Puget"	"Ave"	"Waddell"	"AZ"	"85355"	6/19/08 0:00:00	7/9/08 0:00:00	$400.00	$0.00	$0.00		2/15/08 0:00:00	5/20/08 0:00:00	36026238	"White Tank  Summit"		18409
"SHEA1"	"SHETRI"	1871.00	401529285			"Paid"	"5000953"	"29268"	"N"	"130"	"Gln"	"Peoria"	"AZ"	"85383"	1/23/09 0:00:00	1/30/09 0:00:00	$400.00	$0.00	$0.00		8/19/08 0:00:00	12/17/08 0:00:00	36046329	"Trilogy at Vistancia"		21953
"PUL02"	"PULPIN"	37501.00	401897286			"Paid"	"45409"	"19428"	"W"	"Madison"	"St"	"Buckeye"	"AZ"	"85326"	2/5/10 0:00:00	2/19/10 0:00:00	$400.00		$0.00		8/11/09 0:00:00	11/4/09 0:00:00	36081035	"Vista De Montana  Pinnacle"	2/5/10 0:00:00	24789	"OK"
"PUL02"	"PULPRE"	367.00	401897288			"Paid"	"6023-1"	"20359"	"N"	"262"	"Dr"	"BUCKEYE"	"AZ"	"85396"	6/18/07 0:00:00	6/20/07 0:00:00	$400.00	$0.00	$0.00		2/8/07 0:00:00	4/5/07 0:00:00	22552427	"FESTIVAL RANCH B1 PHASE 1"		10593
"PUL02"	"PULCLA"	22220.00	401929282			"Paid"	"50151"	"20083"	"N"	"270"	"Ave"	"Buckeye"	"AZ"	"85396"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		8/14/08 0:00:00	9/3/08 0:00:00	36041595	"Sun City Festival Classics"		20657
"PUL01"	"PULARG"	214.00	401938282			"Paid"	" "	"4818"	"W"	"Carpenter"	"Dr"	"Anthem"	"AZ"	"85087"	3/17/08 0:00:00	3/27/08 0:00:00	$400.00	$0.00	$0.00		12/13/07 0:00:00	12/17/07 0:00:00	36015961	"Anthem Parkside  6500s "		17417
"PUL02"	"PULSTD"	10731.00	402068285			"Paid"	"36513"	"27409"	"N"	"56"	"Ln"	"Phoenix"	"AZ"	"85310"	8/20/10 0:00:00	8/25/10 0:00:00	$400.00		$0.00		5/4/10 0:00:00	7/28/10 0:00:00	32007405	"Stetson V4 Discovery 6500s P5"	8/20/10 0:00:00	26289	"OK"
"PUL02"	"PULSTC"	80.00	402068289			"Paid"	"7013"	"27133"	"N"	"57"	"LN"	"GLENDALE"	"AZ"	"85083"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		9/8/07 0:00:00	8/17/07 0:00:00	36006464	"STETSON 7000"		15277
"ASH02"	"ASHVEM"	409.00	402118286			"Paid"		"20937"	"W"	"WYCLIFF"	"CT"	"BUCKEYE"	"AZ"	"85396"	12/9/09 0:00:00	12/21/09 0:00:00	$400.00		$0.00		7/24/09 0:00:00	5/14/09 0:00:00	36076114	"MADISON PARK  VERRADO"	12/9/09 0:00:00	24509
"PUL02"	"PULSTC"	47.00	402268280			"Paid"	"37011"	"5808"	"W"	"FETLOCK"	"Trl"	"PHOENIX"	"AZ"	"85083"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		9/22/07 0:00:00	10/17/07 0:00:00	36008676			16633
"MER01"	"MERSONSR"	36.00	402338281	"Y"		"Paid"	"3624"	"32819"	"N"	"16"	"Ave"	"Phoenix"	"AZ"	"85085"	12/14/10 0:00:00	12/23/10 0:00:00	$400.00	$100.00			10/29/10 0:00:00	11/10/10 0:00:00	32016073	"Sonoran Foothills  100s "	12/14/10 0:00:00	26905	"OK"
"PUL02"	"PULMNU70"	2506.00	402410384	"N"	"No"	"Paid"	"35146"	"5436"	"W"	"Yearling"	"Rd"	"Phoenix"	"AZ"	"85083"	2/23/12 0:00:00	2/28/12 0:00:00	$1000.00		$0.00		11/8/11 0:00:00	11/9/11 0:00:00	32047657	"Stetson V7"	1/26/12 0:00:00	30015
"PUL02"	"PULCLA"	6014.00	402529288			"Paid"	"50181"	"20428"	"N"	"270"	"Ln"	"Buckeye"	"AZ"	"85396"	10/15/08 0:00:00	10/28/08 0:00:00	$400.00	$0.00	$0.00		7/12/08 0:00:00	8/8/08 0:00:00	36037301	"Sun City Festival Classics"		20463
"PUL01"	"PULHER"	76.00	402687289			"Paid"	"5521-1"	"6284"	"W"	"Montebello"	"Way"	"FLORENCE"	"AZ"	"85232"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		6/14/07 0:00:00	4/25/07 0:00:00	36001929	"ANTHEM @ MERRILL RANCH UNIT 13"		14605
"PUL02"	"PULCLA"	24116.00	402859280			"Paid"	"40163"	"26253"	"W"	"Horsham"	"Dr"	"Buckeye"	"AZ"	"85374"	10/26/09 0:00:00	10/30/09 0:00:00	$400.00		$0.00		5/19/09 0:00:00	8/10/09 0:00:00	36071417	"Sun City Festival  Classics"	10/26/09 0:00:00	23663
"MER01"	"MONVER70SR"	405.00	402886281	"Y"		"Paid"	"27271032"	"20465"	"W"	"Hamilton"	"St"	"Buckeye"	"AZ"	"85396"	11/21/11 0:00:00	11/29/11 0:00:00	$1000.00	$100.00	$0.00		7/26/11 0:00:00	6/30/11 0:00:00	32040802	"Verrado"	11/21/11 0:00:00	28970	"OK"
"SHEA1"	"SHETRI2"		403060382			"Paid"		"12869"	"W"	"Mayberry"	"Trl"	"Peoria"	"AZ"	"85383"	8/20/10 0:00:00	8/25/10 0:00:00	$400.00		$500.00		8/16/10 0:00:00	7/30/10 0:00:00	32007401	"Vistancia"	8/20/10 0:00:00	26247	"OK"
"PUL02"	"PULCLA"	70.00	403128281			"Paid"	"5015-1"	"7005"	"W"	"PATRIOT"	"WAY"	"FLORENCE"	"AZ"	"85232"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		9/20/07 0:00:00	9/6/07 0:00:00	36006464	"MERRILL RANCH CLASSICS"		15390
